api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description,seen_in_examples,mapped_api_found,mapping_relation,associated_mapped_apis
driver,Direct3D 11 Interoperability,graphics_external_interop,2,cuD3D11GetDevices,"CUresult cuD3D11GetDevices ( unsigned int* pCudaDeviceCount , CUdevice * pCudaDevices , unsigned int cudaDeviceCount , ID3D11Device* pD3D11Device , CUd3d11DeviceList deviceList )",Gets the CUDA devices corresponding to a Direct3D 11 device.,yes,yes,one_to_one,cudaD3D11GetDevices
driver,Direct3D 11 Interoperability,graphics_external_interop,3,cuGraphicsD3D11RegisterResource,"CUresult cuGraphicsD3D11RegisterResource ( CUgraphicsResource * pCudaResource , ID3D11Resource* pD3DResource , unsigned int Flags )",Register a Direct3D 11 resource for access by CUDA.,yes,yes,one_to_one,cudaGraphicsD3D11RegisterResource
driver,VDPAU Interoperability,graphics_external_interop,1,cuGraphicsVDPAURegisterOutputSurface,"CUresult cuGraphicsVDPAURegisterOutputSurface ( CUgraphicsResource * pCudaResource , VdpOutputSurface vdpSurface , unsigned int flags )",Registers a VDPAU VdpOutputSurface object.,no,,,
driver,VDPAU Interoperability,graphics_external_interop,2,cuGraphicsVDPAURegisterVideoSurface,"CUresult cuGraphicsVDPAURegisterVideoSurface ( CUgraphicsResource * pCudaResource , VdpVideoSurface vdpSurface , unsigned int flags )",Registers a VDPAU VdpVideoSurface object.,no,,,
driver,VDPAU Interoperability,graphics_external_interop,3,cuVDPAUCtxCreate,"CUresult cuVDPAUCtxCreate ( CUcontext * pCtx , unsigned int flags , CUdevice device , VdpDevice vdpDevice , VdpGetProcAddress* vdpGetProcAddress )",Create a CUDA context for interoperability with VDPAU.,no,,,
driver,VDPAU Interoperability,graphics_external_interop,4,cuVDPAUGetDevice,"CUresult cuVDPAUGetDevice ( CUdevice * pDevice , VdpDevice vdpDevice , VdpGetProcAddress* vdpGetProcAddress )",Gets the CUDA device associated with a VDPAU device.,no,,,
driver,EGL Interoperability,graphics_external_interop,1,cuEGLStreamConsumerAcquireFrame,"CUresult cuEGLStreamConsumerAcquireFrame ( CUeglStreamConnection * conn , CUgraphicsResource * pCudaResource , CUstream * pStream , unsigned int timeout )",Acquire an image frame from the EGLStream with CUDA as a consumer.,no,,,
driver,EGL Interoperability,graphics_external_interop,2,cuEGLStreamConsumerConnect,"CUresult cuEGLStreamConsumerConnect ( CUeglStreamConnection * conn , EGLStreamKHR stream )",Connect CUDA to EGLStream as a consumer.,no,,,
driver,EGL Interoperability,graphics_external_interop,3,cuEGLStreamConsumerConnectWithFlags,"CUresult cuEGLStreamConsumerConnectWithFlags ( CUeglStreamConnection * conn , EGLStreamKHR stream , unsigned int flags )",Connect CUDA to EGLStream as a consumer with given flags.,no,,,
driver,EGL Interoperability,graphics_external_interop,4,cuEGLStreamConsumerDisconnect,CUresult cuEGLStreamConsumerDisconnect ( CUeglStreamConnection * conn ),Disconnect CUDA as a consumer to EGLStream .,no,,,
driver,EGL Interoperability,graphics_external_interop,5,cuEGLStreamConsumerReleaseFrame,"CUresult cuEGLStreamConsumerReleaseFrame ( CUeglStreamConnection * conn , CUgraphicsResource pCudaResource , CUstream * pStream )",Releases the last frame acquired from the EGLStream.,no,,,
driver,EGL Interoperability,graphics_external_interop,6,cuEGLStreamProducerConnect,"CUresult cuEGLStreamProducerConnect ( CUeglStreamConnection * conn , EGLStreamKHR stream , EGLint width , EGLint height )",Connect CUDA to EGLStream as a producer.,no,,,
driver,EGL Interoperability,graphics_external_interop,7,cuEGLStreamProducerDisconnect,CUresult cuEGLStreamProducerDisconnect ( CUeglStreamConnection * conn ),Disconnect CUDA as a producer to EGLStream .,no,,,
driver,EGL Interoperability,graphics_external_interop,8,cuEGLStreamProducerPresentFrame,"CUresult cuEGLStreamProducerPresentFrame ( CUeglStreamConnection * conn , CUeglFrame eglframe , CUstream * pStream )",Present a CUDA eglFrame to the EGLStream with CUDA as a producer.,no,,,
driver,EGL Interoperability,graphics_external_interop,9,cuEGLStreamProducerReturnFrame,"CUresult cuEGLStreamProducerReturnFrame ( CUeglStreamConnection * conn , CUeglFrame * eglframe , CUstream * pStream )",Return the CUDA eglFrame to the EGLStream released by the consumer.,no,,,
driver,EGL Interoperability,graphics_external_interop,10,cuEventCreateFromEGLSync,"CUresult cuEventCreateFromEGLSync ( CUevent * phEvent , EGLSyncKHR eglSync , unsigned int flags )",Creates an event from EGLSync object.,no,,,
driver,EGL Interoperability,graphics_external_interop,11,cuGraphicsEGLRegisterImage,"CUresult cuGraphicsEGLRegisterImage ( CUgraphicsResource * pCudaResource , EGLImageKHR image , unsigned int flags )",Registers an EGL image.,no,,,
driver,EGL Interoperability,graphics_external_interop,12,cuGraphicsResourceGetMappedEglFrame,"CUresult cuGraphicsResourceGetMappedEglFrame ( CUeglFrame * eglFrame , CUgraphicsResource resource , unsigned int index , unsigned int mipLevel )",Get an eglFrame through which to access a registered EGL graphics resource.,no,,,
driver,Graph Management (observed in CUPTI trace; not listed in CUDA 12.6 public catalog),graph_management,,cuGraphInstantiateWithFlags,,Trace-observed API name added from parsing results.,yes,yes,one_to_many,cudaGraphInstantiate;cudaGraphInstantiateWithFlags
