api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description,seen_in_examples,mapped_api_found,mapping_relation,associated_mapped_apis
runtime,Graph Management,graph_management,82,cudaGraphMemsetNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemsetNodeGetParams ( cudaGraphNode_t node , cudaMemsetParams * pNodeParams )",Returns a memset node's parameters.,yes,yes,one_to_one,cuGraphMemsetNodeGetParams
runtime,Graph Management,graph_management,83,cudaGraphMemsetNodeSetParams,"__host__ ​ cudaError_t cudaGraphMemsetNodeSetParams ( cudaGraphNode_t node , const cudaMemsetParams * pNodeParams )",Sets a memset node's parameters.,yes,yes,one_to_one,cuGraphMemsetNodeSetParams
runtime,Graph Management,graph_management,84,cudaGraphNodeFindInClone,"__host__ ​ cudaError_t cudaGraphNodeFindInClone ( cudaGraphNode_t * pNode , cudaGraphNode_t originalNode , cudaGraph_t clonedGraph )",Finds a cloned version of a node.,yes,yes,one_to_one,cuGraphNodeFindInClone
runtime,Graph Management,graph_management,85,cudaGraphNodeGetDependencies,"__host__ ​ cudaError_t cudaGraphNodeGetDependencies ( cudaGraphNode_t node , cudaGraphNode_t * pDependencies , size_t* pNumDependencies )",Returns a node's dependencies.,yes,yes,one_to_one,cuGraphNodeGetDependencies
runtime,Graph Management,graph_management,86,cudaGraphNodeGetDependencies_v2,"__host__ ​ cudaError_t cudaGraphNodeGetDependencies_v2 ( cudaGraphNode_t node , cudaGraphNode_t * pDependencies , cudaGraphEdgeData * edgeData , size_t* pNumDependencies )",Returns a node's dependencies (12.3+).,yes,yes,one_to_one,cuGraphNodeGetDependencies
runtime,Graph Management,graph_management,87,cudaGraphNodeGetDependentNodes,"__host__ ​ cudaError_t cudaGraphNodeGetDependentNodes ( cudaGraphNode_t node , cudaGraphNode_t * pDependentNodes , size_t* pNumDependentNodes )",Returns a node's dependent nodes.,yes,yes,one_to_one,cuGraphNodeGetDependentNodes
runtime,Graph Management,graph_management,88,cudaGraphNodeGetDependentNodes_v2,"__host__ ​ cudaError_t cudaGraphNodeGetDependentNodes_v2 ( cudaGraphNode_t node , cudaGraphNode_t * pDependentNodes , cudaGraphEdgeData * edgeData , size_t* pNumDependentNodes )",Returns a node's dependent nodes (12.3+).,yes,yes,one_to_one,cuGraphNodeGetDependentNodes
runtime,Graph Management,graph_management,89,cudaGraphNodeGetEnabled,"__host__ ​ cudaError_t cudaGraphNodeGetEnabled ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , unsigned int* isEnabled )",Query whether a node in the given graphExec is enabled.,yes,yes,one_to_one,cuGraphNodeGetEnabled
runtime,Graph Management,graph_management,90,cudaGraphNodeGetType,"__host__ ​ cudaError_t cudaGraphNodeGetType ( cudaGraphNode_t node , cudaGraphNodeType * pType )",Returns a node's type.,yes,yes,one_to_one,cuGraphNodeGetType
runtime,Graph Management,graph_management,91,cudaGraphNodeSetEnabled,"__host__ ​ cudaError_t cudaGraphNodeSetEnabled ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , unsigned int isEnabled )",Enables or disables the specified node in the given graphExec.,yes,yes,one_to_one,cuGraphNodeSetEnabled
runtime,Graph Management,graph_management,92,cudaGraphNodeSetParams,"__host__ ​ cudaError_t cudaGraphNodeSetParams ( cudaGraphNode_t node , cudaGraphNodeParams * nodeParams )",Update's a graph node's parameters.,no,,,
runtime,Graph Management,graph_management,93,cudaGraphReleaseUserObject,"__host__ ​ cudaError_t cudaGraphReleaseUserObject ( cudaGraph_t graph , cudaUserObject_t object , unsigned int count = 1 )",Release a user object reference from a graph.,yes,yes,one_to_one,cuGraphReleaseUserObject
runtime,Graph Management,graph_management,94,cudaGraphRemoveDependencies,"__host__ ​ cudaError_t cudaGraphRemoveDependencies ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , size_t numDependencies )",Removes dependency edges from a graph.,yes,yes,one_to_one,cuGraphRemoveDependencies
runtime,Graph Management,graph_management,95,cudaGraphRemoveDependencies_v2,"__host__ ​ cudaError_t cudaGraphRemoveDependencies_v2 ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , const cudaGraphEdgeData * edgeData , size_t numDependencies )",Removes dependency edges from a graph. (12.3+).,yes,yes,one_to_one,cuGraphRemoveDependencies
runtime,Graph Management,graph_management,96,cudaGraphRetainUserObject,"__host__ ​ cudaError_t cudaGraphRetainUserObject ( cudaGraph_t graph , cudaUserObject_t object , unsigned int count = 1 , unsigned int flags = 0 )",Retain a reference to a user object from a graph.,yes,yes,one_to_one,cuGraphRetainUserObject
runtime,Graph Management,graph_management,97,cudaGraphSetConditional,"__device__ ​ void cudaGraphSetConditional ( cudaGraphConditionalHandle handle , unsigned int value )",Sets the condition value associated with a conditional node.,no,,,
runtime,Graph Management,graph_management,98,cudaGraphUpload,"__host__ ​ cudaError_t cudaGraphUpload ( cudaGraphExec_t graphExec , cudaStream_t stream )",Uploads an executable graph in a stream.,yes,yes,one_to_one,cuGraphUpload
runtime,Graph Management,graph_management,99,cudaUserObjectCreate,"__host__ ​ cudaError_t cudaUserObjectCreate ( cudaUserObject_t * object_out , void* ptr , cudaHostFn_t destroy , unsigned int initialRefcount , unsigned int flags )",Create a user object.,yes,yes,one_to_one,cuUserObjectCreate
runtime,Graph Management,graph_management,100,cudaUserObjectRelease,"__host__ ​ cudaError_t cudaUserObjectRelease ( cudaUserObject_t object , unsigned int count = 1 )",Release a reference to a user object.,yes,yes,one_to_one,cuUserObjectRelease
runtime,Graph Management,graph_management,101,cudaUserObjectRetain,"__host__ ​ cudaError_t cudaUserObjectRetain ( cudaUserObject_t object , unsigned int count = 1 )",Retain a reference to a user object.,yes,yes,one_to_one,cuUserObjectRetain
runtime,Driver Entry Point Access,module_library_entrypoint,1,cudaGetDriverEntryPoint,"__host__ ​ cudaError_t cudaGetDriverEntryPoint ( const char* symbol , void** funcPtr , unsigned long long flags , cudaDriverEntryPointQueryResult * driverStatus = NULL )",Returns the requested driver API function pointer.,no,,,
runtime,Driver Entry Point Access,module_library_entrypoint,2,cudaGetDriverEntryPointByVersion,"__host__ ​ cudaError_t cudaGetDriverEntryPointByVersion ( const char* symbol , void** funcPtr , unsigned int cudaVersion , unsigned long long flags , cudaDriverEntryPointQueryResult * driverStatus = NULL )",Returns the requested driver API function pointer by CUDA version.,no,,,
runtime,C++ API Routines,other,1,cudaCreateChannelDesc,template < class T > __host__ ​ cudaChannelFormatDesc cudaCreateChannelDesc ( void ),[C++ API] Returns a channel descriptor using the specified format,yes,no,none,
runtime,C++ API Routines,other,2,cudaEventCreate,"__host__ ​ cudaError_t cudaEventCreate ( cudaEvent_t * event , unsigned int flags )",[C++ API] Creates an event object with the specified flags,yes,yes,one_to_one,cuEventCreate
runtime,C++ API Routines,other,3,cudaFuncGetAttributes,"template < class T > __host__ ​ cudaError_t cudaFuncGetAttributes ( cudaFuncAttributes * attr , T* entry )",[C++ API] Find out attributes for a given function,yes,yes,one_to_many,cuCtxPopCurrent;cuCtxPushCurrent;cuFuncGetAttribute;cuLibraryGetModule;cuLibraryLoadData;cuModuleGetFunction
runtime,C++ API Routines,other,4,cudaFuncGetName,"template < class T > __host__ ​ cudaError_t cudaFuncGetName ( const char** name , T* func )",Returns the function name for a device entry function pointer.,yes,no,none,
runtime,C++ API Routines,other,5,cudaFuncSetAttribute,"template < class T > __host__ ​ cudaError_t cudaFuncSetAttribute ( T* func , cudaFuncAttribute attr , int value )",[C++ API] Set attributes for a given function,yes,yes,one_to_one,cuFuncSetAttribute
runtime,C++ API Routines,other,6,cudaFuncSetCacheConfig,"template < class T > __host__ ​ cudaError_t cudaFuncSetCacheConfig ( T* func , cudaFuncCache cacheConfig )",[C++ API] Sets the preferred cache configuration for a device function,yes,yes,one_to_one,cuFuncSetCacheConfig
runtime,C++ API Routines,other,7,cudaGetKernel,"template < class T > __host__ ​ cudaError_t cudaGetKernel ( cudaKernel_t * kernelPtr , T* func )",Get pointer to device kernel that matches entry function entryFuncAddr .,no,,,
runtime,C++ API Routines,other,8,cudaGetSymbolAddress,"template < class T > __host__ ​ cudaError_t cudaGetSymbolAddress ( void** devPtr , const T& symbol )",[C++ API] Finds the address associated with a CUDA symbol,yes,no,none,
runtime,C++ API Routines,other,9,cudaGetSymbolSize,"template < class T > __host__ ​ cudaError_t cudaGetSymbolSize ( size_t* size , const T& symbol )",[C++ API] Finds the size of the object associated with a CUDA symbol,yes,yes,one_to_one,cuModuleGetGlobal
runtime,C++ API Routines,other,10,cudaGraphAddMemcpyNodeFromSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphAddMemcpyNodeFromSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dst , const T& symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy from a symbol on the device and adds it to a graph.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphAddMemcpyNode;cuModuleGetGlobal
runtime,C++ API Routines,other,11,cudaGraphAddMemcpyNodeToSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphAddMemcpyNodeToSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const T& symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy to a symbol on the device and adds it to a graph.,yes,yes,one_to_many,cuCtxGetCurrent;cuCtxPopCurrent;cuCtxPushCurrent;cuGraphAddMemcpyNode;cuLibraryGetModule;cuLibraryLoadData;cuModuleGetGlobal
runtime,C++ API Routines,other,12,cudaGraphExecMemcpyNodeSetParamsFromSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsFromSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , void* dst , const T& symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy from a symbol on the device.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphExecMemcpyNodeSetParams;cuModuleGetGlobal
runtime,C++ API Routines,other,13,cudaGraphExecMemcpyNodeSetParamsToSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsToSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const T& symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy to a symbol on the device.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphExecMemcpyNodeSetParams;cuModuleGetGlobal
runtime,C++ API Routines,other,14,cudaGraphInstantiate,"__host__ ​ cudaError_t cudaGraphInstantiate ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , cudaGraphNode_t * pErrorNode , char* pLogBuffer , size_t bufferSize )",Creates an executable graph from a graph.,yes,yes,one_to_one,cuGraphInstantiateWithFlags
runtime,C++ API Routines,other,15,cudaGraphMemcpyNodeSetParamsFromSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsFromSymbol ( cudaGraphNode_t node , void* dst , const T& symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy from a symbol on the device.,yes,yes,one_to_many,cuGraphMemcpyNodeSetParams;cuModuleGetGlobal
runtime,C++ API Routines,other,16,cudaGraphMemcpyNodeSetParamsToSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsToSymbol ( cudaGraphNode_t node , const T& symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy to a symbol on the device.,yes,yes,one_to_many,cuGraphMemcpyNodeSetParams;cuModuleGetGlobal
runtime,C++ API Routines,other,17,cudaLaunchCooperativeKernel,"template < class T > __host__ ​ cudaError_t cudaLaunchCooperativeKernel ( T* func , dim3 gridDim , dim3 blockDim , void** args , size_t sharedMem = 0 , cudaStream_t stream = 0 )",Launches a device function.,no,,,
runtime,C++ API Routines,other,18,cudaLaunchKernel,"template < class T > __host__ ​ cudaError_t cudaLaunchKernel ( T* func , dim3 gridDim , dim3 blockDim , void** args , size_t sharedMem = 0 , cudaStream_t stream = 0 )",Launches a device function.,yes,yes,one_to_many,cuCtxPopCurrent;cuCtxPushCurrent;cuLaunchKernel;cuLibraryGetModule;cuLibraryLoadData;cuModuleGetFunction
runtime,C++ API Routines,other,19,cudaLaunchKernelEx,"template < typename... ExpTypes, typename... ActTypes > __host__ ​ cudaError_t cudaLaunchKernelEx ( const cudaLaunchConfig_t * config , void(*)(ExpTypes...) kernel , ActTypes &&... args )",Launches a CUDA function with launch-time configuration.,no,,,
runtime,C++ API Routines,other,20,cudaMallocAsync,"__host__ ​ cudaError_t cudaMallocAsync ( void** ptr , size_t size , cudaMemPool_t memPool , cudaStream_t stream )",Allocate from a pool.,yes,yes,one_to_one,cuMemAllocAsync
runtime,C++ API Routines,other,21,cudaMallocHost,"__host__ ​ cudaError_t cudaMallocHost ( void** ptr , size_t size , unsigned int flags )",[C++ API] Allocates page-locked memory on the host,yes,yes,one_to_one,cuMemHostAlloc
runtime,C++ API Routines,other,22,cudaMallocManaged,"template < class T > __host__ ​ cudaError_t cudaMallocManaged ( T** devPtr , size_t size , unsigned int flags = cudaMemAttachGlobal )",Allocates memory that will be automatically managed by the Unified Memory system.,yes,yes,one_to_one,cuMemAllocManaged
runtime,C++ API Routines,other,23,cudaMemAdvise,"template < class T > cudaError_t cudaMemAdvise ( T* devPtr , size_t count , cudaMemoryAdvise advice , cudaMemLocation location )",Advise about the usage of a given memory range.,yes,yes,one_to_one,cuMemAdvise
runtime,C++ API Routines,other,24,cudaMemcpyFromSymbol,"template < class T > __host__ ​ cudaError_t cudaMemcpyFromSymbol ( void* dst , const T& symbol , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyDeviceToHost )",[C++ API] Copies data from the given symbol on the device,yes,yes,one_to_many,cuMemcpyDtoH;cuModuleGetGlobal
runtime,C++ API Routines,other,25,cudaMemcpyFromSymbolAsync,"template < class T > __host__ ​ cudaError_t cudaMemcpyFromSymbolAsync ( void* dst , const T& symbol , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyDeviceToHost , cudaStream_t stream = 0 )",[C++ API] Copies data from the given symbol on the device,no,,,
runtime,C++ API Routines,other,26,cudaMemcpyToSymbol,"template < class T > __host__ ​ cudaError_t cudaMemcpyToSymbol ( const T& symbol , const void* src , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyHostToDevice )",[C++ API] Copies data to the given symbol on the device,yes,yes,one_to_many,cuCtxPopCurrent;cuCtxPushCurrent;cuLibraryGetModule;cuLibraryLoadData;cuMemcpyHtoD;cuModuleGetGlobal
runtime,C++ API Routines,other,27,cudaMemcpyToSymbolAsync,"template < class T > __host__ ​ cudaError_t cudaMemcpyToSymbolAsync ( const T& symbol , const void* src , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyHostToDevice , cudaStream_t stream = 0 )",[C++ API] Copies data to the given symbol on the device,no,,,
runtime,C++ API Routines,other,28,cudaOccupancyAvailableDynamicSMemPerBlock,"template < class T > __host__ ​ cudaError_t cudaOccupancyAvailableDynamicSMemPerBlock ( size_t* dynamicSmemSize , T* func , int numBlocks , int blockSize )",Returns dynamic shared memory available per block when launching numBlocks blocks on SM.,yes,yes,one_to_one,cuOccupancyAvailableDynamicSMemPerBlock
runtime,C++ API Routines,other,29,cudaOccupancyMaxActiveBlocksPerMultiprocessor,"template < class T > __host__ ​ cudaError_t cudaOccupancyMaxActiveBlocksPerMultiprocessor ( int* numBlocks , T func , int blockSize , size_t dynamicSMemSize )",Returns occupancy for a device function.,yes,yes,one_to_one,cuOccupancyMaxActiveBlocksPerMultiprocessorWithFlags
runtime,C++ API Routines,other,30,cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,"template < class T > __host__ ​ cudaError_t cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags ( int* numBlocks , T func , int blockSize , size_t dynamicSMemSize , unsigned int flags )",Returns occupancy for a device function with the specified flags.,yes,yes,one_to_one,cuOccupancyMaxActiveBlocksPerMultiprocessorWithFlags
runtime,C++ API Routines,other,31,cudaOccupancyMaxActiveClusters,"template < class T > __host__ ​ cudaError_t cudaOccupancyMaxActiveClusters ( int* numClusters , T* func , const cudaLaunchConfig_t * config )","Given the kernel function ( func ) and launch configuration ( config ), return the maximum number of clusters that could co-exist on the target device in *numClusters .",yes,yes,one_to_one,cuOccupancyMaxActiveClusters
runtime,C++ API Routines,other,32,cudaOccupancyMaxPotentialBlockSize,"template < class T > __host__ ​ cudaError_t cudaOccupancyMaxPotentialBlockSize ( int* minGridSize , int* blockSize , T func , size_t dynamicSMemSize = 0 , int blockSizeLimit = 0 )",Returns grid and block size that achieves maximum potential occupancy for a device function.,no,,,
runtime,C++ API Routines,other,33,cudaOccupancyMaxPotentialBlockSizeVariableSMem,"template < typename UnaryFunction, class T > __host__ ​ cudaError_t cudaOccupancyMaxPotentialBlockSizeVariableSMem ( int* minGridSize , int* blockSize , T func , UnaryFunction blockSizeToDynamicSMemSize , int blockSizeLimit = 0 )",Returns grid and block size that achieves maximum potential occupancy for a device function.,no,,,
runtime,C++ API Routines,other,34,cudaOccupancyMaxPotentialBlockSizeVariableSMemWithFlags,"template < typename UnaryFunction, class T > __host__ ​ cudaError_t cudaOccupancyMaxPotentialBlockSizeVariableSMemWithFlags ( int* minGridSize , int* blockSize , T func , UnaryFunction blockSizeToDynamicSMemSize , int blockSizeLimit = 0 , unsigned int flags = 0 )",Returns grid and block size that achieves maximum potential occupancy for a device function.,no,,,
runtime,C++ API Routines,other,35,cudaOccupancyMaxPotentialBlockSizeWithFlags,"template < class T > __host__ ​ cudaError_t cudaOccupancyMaxPotentialBlockSizeWithFlags ( int* minGridSize , int* blockSize , T func , size_t dynamicSMemSize = 0 , int blockSizeLimit = 0 , unsigned int flags = 0 )",Returns grid and block size that achived maximum potential occupancy for a device function with the specified flags.,no,,,
runtime,C++ API Routines,other,36,cudaOccupancyMaxPotentialClusterSize,"template < class T > __host__ ​ cudaError_t cudaOccupancyMaxPotentialClusterSize ( int* clusterSize , T* func , const cudaLaunchConfig_t * config )","Given the kernel function ( func ) and launch configuration ( config ), return the maximum cluster size in *clusterSize .",yes,yes,one_to_one,cuOccupancyMaxPotentialClusterSize
runtime,C++ API Routines,other,37,cudaStreamAttachMemAsync,"template < class T > __host__ ​ cudaError_t cudaStreamAttachMemAsync ( cudaStream_t stream , T* devPtr , size_t length = 0 , unsigned int flags = cudaMemAttachSingle )",Attach memory to a stream asynchronously.,yes,yes,one_to_one,cuStreamAttachMemAsync
runtime,Interactions with the CUDA Driver API,other,1,cudaGetFuncBySymbol,"__host__ ​ cudaError_t cudaGetFuncBySymbol ( cudaFunction_t * functionPtr , const void* symbolPtr )",Get pointer to device entry function that matches entry function symbolPtr .,no,,,
runtime,Interactions with the CUDA Driver API,other,2,cudaGetKernel,"__host__ ​ cudaError_t cudaGetKernel ( cudaKernel_t * kernelPtr , const void* entryFuncAddr )",Get pointer to device kernel that matches entry function entryFuncAddr .,no,,,
runtime,Profiler Control,profiling_diagnostics,1,cudaProfilerStart,__host__ ​ cudaError_t cudaProfilerStart ( void ),Enable profiling.,no,,,
runtime,Profiler Control,profiling_diagnostics,2,cudaProfilerStop,__host__ ​ cudaError_t cudaProfilerStop ( void ),Disable profiling.,no,,,
