api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description,seen_in_examples,mapped_api_found,mapping_relation,associated_mapped_apis
runtime,Texture Object Management,texture_surface_tensor,2,cudaCreateTextureObject,"__host__ ​ cudaError_t cudaCreateTextureObject ( cudaTextureObject_t * pTexObject , const cudaResourceDesc * pResDesc , const cudaTextureDesc * pTexDesc , const cudaResourceViewDesc * pResViewDesc )",Creates a texture object.,yes,yes,one_to_many,cuArray3DGetDescriptor;cuTexObjectCreate
runtime,Texture Object Management,texture_surface_tensor,3,cudaDestroyTextureObject,__host__ ​ cudaError_t cudaDestroyTextureObject ( cudaTextureObject_t texObject ),Destroys a texture object.,yes,yes,one_to_one,cuTexObjectDestroy
runtime,Texture Object Management,texture_surface_tensor,4,cudaGetChannelDesc,"__host__ ​ cudaError_t cudaGetChannelDesc ( cudaChannelFormatDesc * desc , cudaArray_const_t array )",Get the channel descriptor of an array.,no,,,
runtime,Texture Object Management,texture_surface_tensor,5,cudaGetTextureObjectResourceDesc,"__host__ ​ cudaError_t cudaGetTextureObjectResourceDesc ( cudaResourceDesc * pResDesc , cudaTextureObject_t texObject )",Returns a texture object's resource descriptor.,yes,yes,one_to_many,cuArray3DGetDescriptor;cuTexObjectGetResourceDesc
runtime,Texture Object Management,texture_surface_tensor,6,cudaGetTextureObjectResourceViewDesc,"__host__ ​ cudaError_t cudaGetTextureObjectResourceViewDesc ( cudaResourceViewDesc * pResViewDesc , cudaTextureObject_t texObject )",Returns a texture object's resource view descriptor.,yes,yes,one_to_many,cuArray3DGetDescriptor;cuTexObjectGetResourceDesc;cuTexObjectGetResourceViewDesc
runtime,Texture Object Management,texture_surface_tensor,7,cudaGetTextureObjectTextureDesc,"__host__ ​ cudaError_t cudaGetTextureObjectTextureDesc ( cudaTextureDesc * pTexDesc , cudaTextureObject_t texObject )",Returns a texture object's texture descriptor.,yes,yes,one_to_many,cuArray3DGetDescriptor;cuTexObjectGetResourceDesc;cuTexObjectGetTextureDesc
runtime,Surface Object Management,texture_surface_tensor,1,cudaCreateSurfaceObject,"__host__ ​ cudaError_t cudaCreateSurfaceObject ( cudaSurfaceObject_t * pSurfObject , const cudaResourceDesc * pResDesc )",Creates a surface object.,yes,yes,one_to_many,cuArray3DGetDescriptor;cuSurfObjectCreate
runtime,Surface Object Management,texture_surface_tensor,2,cudaDestroySurfaceObject,__host__ ​ cudaError_t cudaDestroySurfaceObject ( cudaSurfaceObject_t surfObject ),Destroys a surface object.,yes,yes,one_to_one,cuSurfObjectDestroy
runtime,Surface Object Management,texture_surface_tensor,3,cudaGetSurfaceObjectResourceDesc,"__host__ ​ cudaError_t cudaGetSurfaceObjectResourceDesc ( cudaResourceDesc * pResDesc , cudaSurfaceObject_t surfObject )",Returns a surface object's resource descriptor Returns the resource descriptor for the surface object specified by surfObject .,yes,yes,one_to_many,cuArray3DGetDescriptor;cuSurfObjectGetResourceDesc
runtime,Version Management,runtime_or_driver_state,1,cudaDriverGetVersion,__host__ ​ cudaError_t cudaDriverGetVersion ( int* driverVersion ),Returns the latest version of CUDA supported by the driver.,yes,no,none,
runtime,Version Management,runtime_or_driver_state,2,cudaRuntimeGetVersion,__host__ ​ __device__ ​ cudaError_t cudaRuntimeGetVersion ( int* runtimeVersion ),Returns the CUDA Runtime version.,yes,no,none,
runtime,Graph Management,graph_management,1,cudaDeviceGetGraphMemAttribute,"__host__ ​ cudaError_t cudaDeviceGetGraphMemAttribute ( int device , cudaGraphMemAttributeType attr , void* value )",Query asynchronous allocation attributes related to graphs.,no,,,
runtime,Graph Management,graph_management,2,cudaDeviceGraphMemTrim,__host__ ​ cudaError_t cudaDeviceGraphMemTrim ( int device ),Free unused memory that was cached on the specified device for use with graphs back to the OS.,no,,,
runtime,Graph Management,graph_management,3,cudaDeviceSetGraphMemAttribute,"__host__ ​ cudaError_t cudaDeviceSetGraphMemAttribute ( int device , cudaGraphMemAttributeType attr , void* value )",Set asynchronous allocation attributes related to graphs.,no,,,
runtime,Graph Management,graph_management,4,cudaGetCurrentGraphExec,__device__ ​ cudaGraphExec_t cudaGetCurrentGraphExec ( void ),Get the currently running device graph id.,no,,,
runtime,Graph Management,graph_management,5,cudaGraphAddChildGraphNode,"__host__ ​ cudaError_t cudaGraphAddChildGraphNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaGraph_t childGraph )",Creates a child graph node and adds it to a graph.,yes,yes,one_to_one,cuGraphAddChildGraphNode
runtime,Graph Management,graph_management,6,cudaGraphAddDependencies,"__host__ ​ cudaError_t cudaGraphAddDependencies ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , size_t numDependencies )",Adds dependency edges to a graph.,yes,yes,one_to_one,cuGraphAddDependencies
runtime,Graph Management,graph_management,7,cudaGraphAddDependencies_v2,"__host__ ​ cudaError_t cudaGraphAddDependencies_v2 ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , const cudaGraphEdgeData * edgeData , size_t numDependencies )",Adds dependency edges to a graph. (12.3+).,yes,yes,one_to_one,cuGraphAddDependencies
runtime,Graph Management,graph_management,8,cudaGraphAddEmptyNode,"__host__ ​ cudaError_t cudaGraphAddEmptyNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies )",Creates an empty node and adds it to a graph.,yes,yes,one_to_one,cuGraphAddEmptyNode
runtime,Graph Management,graph_management,9,cudaGraphAddEventRecordNode,"__host__ ​ cudaError_t cudaGraphAddEventRecordNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaEvent_t event )",Creates an event record node and adds it to a graph.,yes,yes,one_to_one,cuGraphAddEventRecordNode
runtime,Graph Management,graph_management,10,cudaGraphAddEventWaitNode,"__host__ ​ cudaError_t cudaGraphAddEventWaitNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaEvent_t event )",Creates an event wait node and adds it to a graph.,yes,yes,one_to_one,cuGraphAddEventWaitNode
runtime,Graph Management,graph_management,11,cudaGraphAddExternalSemaphoresSignalNode,"__host__ ​ cudaError_t cudaGraphAddExternalSemaphoresSignalNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaExternalSemaphoreSignalNodeParams * nodeParams )",Creates an external semaphore signal node and adds it to a graph.,no,,,
runtime,Graph Management,graph_management,12,cudaGraphAddExternalSemaphoresWaitNode,"__host__ ​ cudaError_t cudaGraphAddExternalSemaphoresWaitNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaExternalSemaphoreWaitNodeParams * nodeParams )",Creates an external semaphore wait node and adds it to a graph.,no,,,
runtime,Graph Management,graph_management,13,cudaGraphAddHostNode,"__host__ ​ cudaError_t cudaGraphAddHostNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaHostNodeParams * pNodeParams )",Creates a host execution node and adds it to a graph.,yes,yes,one_to_one,cuGraphAddHostNode
runtime,Graph Management,graph_management,14,cudaGraphAddKernelNode,"__host__ ​ cudaError_t cudaGraphAddKernelNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaKernelNodeParams * pNodeParams )",Creates a kernel execution node and adds it to a graph.,yes,yes,one_to_many,cuCtxGetCurrent;cuCtxPopCurrent;cuCtxPushCurrent;cuGraphAddKernelNode;cuLibraryGetModule;cuLibraryLoadData;cuModuleGetFunction
runtime,Graph Management,graph_management,15,cudaGraphAddMemAllocNode,"__host__ ​ cudaError_t cudaGraphAddMemAllocNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaMemAllocNodeParams * nodeParams )",Creates an allocation node and adds it to a graph.,no,,,
runtime,Graph Management,graph_management,16,cudaGraphAddMemFreeNode,"__host__ ​ cudaError_t cudaGraphAddMemFreeNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dptr )",Creates a memory free node and adds it to a graph.,no,,,
runtime,Graph Management,graph_management,17,cudaGraphAddMemcpyNode,"__host__ ​ cudaError_t cudaGraphAddMemcpyNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaMemcpy3DParms * pCopyParams )",Creates a memcpy node and adds it to a graph.,no,,,
runtime,Graph Management,graph_management,18,cudaGraphAddMemcpyNode1D,"__host__ ​ cudaError_t cudaGraphAddMemcpyNode1D ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dst , const void* src , size_t count , cudaMemcpyKind kind )",Creates a 1D memcpy node and adds it to a graph.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphAddMemcpyNode
runtime,Graph Management,graph_management,19,cudaGraphAddMemcpyNodeFromSymbol,"__host__ ​ cudaError_t cudaGraphAddMemcpyNodeFromSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dst , const void* symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy from a symbol on the device and adds it to a graph.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphAddMemcpyNode;cuModuleGetGlobal
runtime,Graph Management,graph_management,20,cudaGraphAddMemcpyNodeToSymbol,"__host__ ​ cudaError_t cudaGraphAddMemcpyNodeToSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const void* symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy to a symbol on the device and adds it to a graph.,yes,yes,one_to_many,cuCtxGetCurrent;cuCtxPopCurrent;cuCtxPushCurrent;cuGraphAddMemcpyNode;cuLibraryGetModule;cuLibraryLoadData;cuModuleGetGlobal
runtime,Graph Management,graph_management,21,cudaGraphAddMemsetNode,"__host__ ​ cudaError_t cudaGraphAddMemsetNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaMemsetParams * pMemsetParams )",Creates a memset node and adds it to a graph.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphAddMemsetNode
runtime,Graph Management,graph_management,22,cudaGraphAddNode,"__host__ ​ cudaError_t cudaGraphAddNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaGraphNodeParams * nodeParams )",Adds a node of arbitrary type to a graph.,no,,,
runtime,Graph Management,graph_management,23,cudaGraphAddNode_v2,"__host__ ​ cudaError_t cudaGraphAddNode_v2 ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , const cudaGraphEdgeData * dependencyData , size_t numDependencies , cudaGraphNodeParams * nodeParams )",Adds a node of arbitrary type to a graph (12.3+).,no,,,
runtime,Graph Management,graph_management,24,cudaGraphChildGraphNodeGetGraph,"__host__ ​ cudaError_t cudaGraphChildGraphNodeGetGraph ( cudaGraphNode_t node , cudaGraph_t * pGraph )",Gets a handle to the embedded graph of a child graph node.,yes,yes,one_to_one,cuGraphChildGraphNodeGetGraph
runtime,Graph Management,graph_management,25,cudaGraphClone,"__host__ ​ cudaError_t cudaGraphClone ( cudaGraph_t * pGraphClone , cudaGraph_t originalGraph )",Clones a graph.,yes,yes,one_to_one,cuGraphClone
runtime,Graph Management,graph_management,26,cudaGraphConditionalHandleCreate,"__host__ ​ cudaError_t cudaGraphConditionalHandleCreate ( cudaGraphConditionalHandle * pHandle_out , cudaGraph_t graph , unsigned int defaultLaunchValue = 0 , unsigned int flags = 0 )",Create a conditional handle.,no,,,
runtime,Graph Management,graph_management,27,cudaGraphCreate,"__host__ ​ cudaError_t cudaGraphCreate ( cudaGraph_t * pGraph , unsigned int flags )",Creates a graph.,yes,yes,one_to_one,cuGraphCreate
runtime,Graph Management,graph_management,28,cudaGraphDebugDotPrint,"__host__ ​ cudaError_t cudaGraphDebugDotPrint ( cudaGraph_t graph , const char* path , unsigned int flags )",Write a DOT file describing graph structure.,yes,yes,one_to_one,cuGraphDebugDotPrint
runtime,Graph Management,graph_management,29,cudaGraphDestroy,__host__ ​ cudaError_t cudaGraphDestroy ( cudaGraph_t graph ),Destroys a graph.,yes,yes,one_to_one,cuGraphDestroy
runtime,Graph Management,graph_management,30,cudaGraphDestroyNode,__host__ ​ cudaError_t cudaGraphDestroyNode ( cudaGraphNode_t node ),Remove a node from the graph.,yes,yes,one_to_one,cuGraphDestroyNode
runtime,Graph Management,graph_management,31,cudaGraphEventRecordNodeGetEvent,"__host__ ​ cudaError_t cudaGraphEventRecordNodeGetEvent ( cudaGraphNode_t node , cudaEvent_t * event_out )",Returns the event associated with an event record node.,no,,,
runtime,Graph Management,graph_management,32,cudaGraphEventRecordNodeSetEvent,"__host__ ​ cudaError_t cudaGraphEventRecordNodeSetEvent ( cudaGraphNode_t node , cudaEvent_t event )",Sets an event record node's event.,no,,,
runtime,Graph Management,graph_management,33,cudaGraphEventWaitNodeGetEvent,"__host__ ​ cudaError_t cudaGraphEventWaitNodeGetEvent ( cudaGraphNode_t node , cudaEvent_t * event_out )",Returns the event associated with an event wait node.,no,,,
runtime,Graph Management,graph_management,34,cudaGraphEventWaitNodeSetEvent,"__host__ ​ cudaError_t cudaGraphEventWaitNodeSetEvent ( cudaGraphNode_t node , cudaEvent_t event )",Sets an event wait node's event.,no,,,
runtime,Graph Management,graph_management,35,cudaGraphExecChildGraphNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecChildGraphNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , cudaGraph_t childGraph )",Updates node parameters in the child graph node in the given graphExec.,no,,,
runtime,Graph Management,graph_management,36,cudaGraphExecDestroy,__host__ ​ cudaError_t cudaGraphExecDestroy ( cudaGraphExec_t graphExec ),Destroys an executable graph.,yes,yes,one_to_one,cuGraphExecDestroy
runtime,Graph Management,graph_management,37,cudaGraphExecEventRecordNodeSetEvent,"__host__ ​ cudaError_t cudaGraphExecEventRecordNodeSetEvent ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , cudaEvent_t event )",Sets the event for an event record node in the given graphExec.,no,,,
runtime,Graph Management,graph_management,38,cudaGraphExecEventWaitNodeSetEvent,"__host__ ​ cudaError_t cudaGraphExecEventWaitNodeSetEvent ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , cudaEvent_t event )",Sets the event for an event wait node in the given graphExec.,no,,,
runtime,Graph Management,graph_management,39,cudaGraphExecExternalSemaphoresSignalNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecExternalSemaphoresSignalNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , const cudaExternalSemaphoreSignalNodeParams * nodeParams )",Sets the parameters for an external semaphore signal node in the given graphExec.,no,,,
runtime,Graph Management,graph_management,40,cudaGraphExecExternalSemaphoresWaitNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecExternalSemaphoresWaitNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , const cudaExternalSemaphoreWaitNodeParams * nodeParams )",Sets the parameters for an external semaphore wait node in the given graphExec.,no,,,
runtime,Graph Management,graph_management,41,cudaGraphExecGetFlags,"__host__ ​ cudaError_t cudaGraphExecGetFlags ( cudaGraphExec_t graphExec , unsigned long long* flags )",Query the instantiation flags of an executable graph.,yes,yes,one_to_one,cuGraphExecGetFlags
runtime,Graph Management,graph_management,42,cudaGraphExecHostNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecHostNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaHostNodeParams * pNodeParams )",Sets the parameters for a host node in the given graphExec.,yes,yes,one_to_one,cuGraphExecHostNodeSetParams
runtime,Graph Management,graph_management,43,cudaGraphExecKernelNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecKernelNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaKernelNodeParams * pNodeParams )",Sets the parameters for a kernel node in the given graphExec.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphExecKernelNodeSetParams
runtime,Graph Management,graph_management,44,cudaGraphExecMemcpyNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaMemcpy3DParms * pNodeParams )",Sets the parameters for a memcpy node in the given graphExec.,no,,,
runtime,Graph Management,graph_management,45,cudaGraphExecMemcpyNodeSetParams1D,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParams1D ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , void* dst , const void* src , size_t count , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to perform a 1-dimensional copy.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphExecMemcpyNodeSetParams
runtime,Graph Management,graph_management,46,cudaGraphExecMemcpyNodeSetParamsFromSymbol,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsFromSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , void* dst , const void* symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy from a symbol on the device.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphExecMemcpyNodeSetParams;cuModuleGetGlobal
runtime,Graph Management,graph_management,47,cudaGraphExecMemcpyNodeSetParamsToSymbol,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsToSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const void* symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy to a symbol on the device.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphExecMemcpyNodeSetParams;cuModuleGetGlobal
runtime,Graph Management,graph_management,48,cudaGraphExecMemsetNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecMemsetNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaMemsetParams * pNodeParams )",Sets the parameters for a memset node in the given graphExec.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphExecMemsetNodeSetParams
runtime,Graph Management,graph_management,49,cudaGraphExecNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecNodeSetParams ( cudaGraphExec_t graphExec , cudaGraphNode_t node , cudaGraphNodeParams * nodeParams )",Update's a graph node's parameters in an instantiated graph.,no,,,
runtime,Graph Management,graph_management,50,cudaGraphExecUpdate,"__host__ ​ cudaError_t cudaGraphExecUpdate ( cudaGraphExec_t hGraphExec , cudaGraph_t hGraph , cudaGraphExecUpdateResultInfo * resultInfo )",Check whether an executable graph can be updated with a graph and perform the update if possible.,yes,yes,one_to_one,cuGraphExecUpdate
runtime,Graph Management,graph_management,51,cudaGraphExternalSemaphoresSignalNodeGetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresSignalNodeGetParams ( cudaGraphNode_t hNode , cudaExternalSemaphoreSignalNodeParams * params_out )",Returns an external semaphore signal node's parameters.,no,,,
runtime,Graph Management,graph_management,52,cudaGraphExternalSemaphoresSignalNodeSetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresSignalNodeSetParams ( cudaGraphNode_t hNode , const cudaExternalSemaphoreSignalNodeParams * nodeParams )",Sets an external semaphore signal node's parameters.,no,,,
runtime,Graph Management,graph_management,53,cudaGraphExternalSemaphoresWaitNodeGetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresWaitNodeGetParams ( cudaGraphNode_t hNode , cudaExternalSemaphoreWaitNodeParams * params_out )",Returns an external semaphore wait node's parameters.,no,,,
runtime,Graph Management,graph_management,54,cudaGraphExternalSemaphoresWaitNodeSetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresWaitNodeSetParams ( cudaGraphNode_t hNode , const cudaExternalSemaphoreWaitNodeParams * nodeParams )",Sets an external semaphore wait node's parameters.,no,,,
runtime,Graph Management,graph_management,55,cudaGraphGetEdges,"__host__ ​ cudaError_t cudaGraphGetEdges ( cudaGraph_t graph , cudaGraphNode_t * from , cudaGraphNode_t * to , size_t* numEdges )",Returns a graph's dependency edges.,yes,yes,one_to_one,cuGraphGetEdges
runtime,Graph Management,graph_management,56,cudaGraphGetEdges_v2,"__host__ ​ cudaError_t cudaGraphGetEdges_v2 ( cudaGraph_t graph , cudaGraphNode_t * from , cudaGraphNode_t * to , cudaGraphEdgeData * edgeData , size_t* numEdges )",Returns a graph's dependency edges (12.3+).,yes,yes,one_to_one,cuGraphGetEdges
runtime,Graph Management,graph_management,57,cudaGraphGetNodes,"__host__ ​ cudaError_t cudaGraphGetNodes ( cudaGraph_t graph , cudaGraphNode_t * nodes , size_t* numNodes )",Returns a graph's nodes.,yes,yes,one_to_one,cuGraphGetNodes
runtime,Graph Management,graph_management,58,cudaGraphGetRootNodes,"__host__ ​ cudaError_t cudaGraphGetRootNodes ( cudaGraph_t graph , cudaGraphNode_t * pRootNodes , size_t* pNumRootNodes )",Returns a graph's root nodes.,yes,yes,one_to_one,cuGraphGetRootNodes
runtime,Graph Management,graph_management,59,cudaGraphHostNodeGetParams,"__host__ ​ cudaError_t cudaGraphHostNodeGetParams ( cudaGraphNode_t node , cudaHostNodeParams * pNodeParams )",Returns a host node's parameters.,yes,yes,one_to_one,cuGraphHostNodeGetParams
runtime,Graph Management,graph_management,60,cudaGraphHostNodeSetParams,"__host__ ​ cudaError_t cudaGraphHostNodeSetParams ( cudaGraphNode_t node , const cudaHostNodeParams * pNodeParams )",Sets a host node's parameters.,yes,yes,one_to_one,cuGraphHostNodeSetParams
runtime,Graph Management,graph_management,61,cudaGraphInstantiate,"__host__ ​ cudaError_t cudaGraphInstantiate ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , unsigned long long flags = 0 )",Creates an executable graph from a graph.,yes,yes,one_to_one,cuGraphInstantiateWithFlags
runtime,Graph Management,graph_management,62,cudaGraphInstantiateWithFlags,"__host__ ​ cudaError_t cudaGraphInstantiateWithFlags ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , unsigned long long flags = 0 )",Creates an executable graph from a graph.,yes,yes,one_to_one,cuGraphInstantiateWithFlags
runtime,Graph Management,graph_management,63,cudaGraphInstantiateWithParams,"__host__ ​ cudaError_t cudaGraphInstantiateWithParams ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , cudaGraphInstantiateParams * instantiateParams )",Creates an executable graph from a graph.,yes,yes,one_to_one,cuGraphInstantiateWithParams
runtime,Graph Management,graph_management,64,cudaGraphKernelNodeCopyAttributes,"__host__ ​ cudaError_t cudaGraphKernelNodeCopyAttributes ( cudaGraphNode_t hSrc , cudaGraphNode_t hDst )",Copies attributes from source node to destination node.,no,,,
runtime,Graph Management,graph_management,65,cudaGraphKernelNodeGetAttribute,"__host__ ​ cudaError_t cudaGraphKernelNodeGetAttribute ( cudaGraphNode_t hNode , cudaKernelNodeAttrID attr , cudaKernelNodeAttrValue* value_out )",Queries node attribute.,yes,yes,one_to_one,cuGraphKernelNodeGetAttribute
runtime,Graph Management,graph_management,66,cudaGraphKernelNodeGetParams,"__host__ ​ cudaError_t cudaGraphKernelNodeGetParams ( cudaGraphNode_t node , cudaKernelNodeParams * pNodeParams )",Returns a kernel node's parameters.,yes,yes,one_to_one,cuGraphKernelNodeGetParams
runtime,Graph Management,graph_management,67,cudaGraphKernelNodeSetAttribute,"__host__ ​ cudaError_t cudaGraphKernelNodeSetAttribute ( cudaGraphNode_t hNode , cudaKernelNodeAttrID attr , const cudaKernelNodeAttrValue* value )",Sets node attribute.,yes,yes,one_to_one,cuGraphKernelNodeSetAttribute
runtime,Graph Management,graph_management,68,cudaGraphKernelNodeSetEnabled,"__device__ ​ cudaError_t cudaGraphKernelNodeSetEnabled ( cudaGraphDeviceNode_t node , bool enable )",Enables or disables the given kernel node.,no,,,
runtime,Graph Management,graph_management,69,cudaGraphKernelNodeSetGridDim,"__device__ ​ cudaError_t cudaGraphKernelNodeSetGridDim ( cudaGraphDeviceNode_t node , dim3 gridDim )",Updates the grid dimensions of the given kernel node.,no,,,
runtime,Graph Management,graph_management,70,cudaGraphKernelNodeSetParam,"template < typename T > __device__ ​ cudaError_t cudaGraphKernelNodeSetParam ( cudaGraphDeviceNode_t node , size_t offset , const T& value )",Updates the kernel parameters of the given kernel node.,no,,,
runtime,Graph Management,graph_management,72,cudaGraphKernelNodeSetParams,"__host__ ​ cudaError_t cudaGraphKernelNodeSetParams ( cudaGraphNode_t node , const cudaKernelNodeParams * pNodeParams )",Sets a kernel node's parameters.,yes,yes,one_to_many,cuCtxGetCurrent;cuGraphKernelNodeSetParams
runtime,Graph Management,graph_management,73,cudaGraphKernelNodeUpdatesApply,"__device__ ​ cudaError_t cudaGraphKernelNodeUpdatesApply ( const cudaGraphKernelNodeUpdate * updates , size_t updateCount )",Batch applies multiple kernel node updates.,no,,,
runtime,Graph Management,graph_management,74,cudaGraphLaunch,"__host__ ​ __device__ ​ cudaError_t cudaGraphLaunch ( cudaGraphExec_t graphExec , cudaStream_t stream )",Launches an executable graph in a stream.,yes,yes,one_to_one,cuGraphLaunch
runtime,Graph Management,graph_management,75,cudaGraphMemAllocNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemAllocNodeGetParams ( cudaGraphNode_t node , cudaMemAllocNodeParams * params_out )",Returns a memory alloc node's parameters.,no,,,
runtime,Graph Management,graph_management,76,cudaGraphMemFreeNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemFreeNodeGetParams ( cudaGraphNode_t node , void* dptr_out )",Returns a memory free node's parameters.,no,,,
runtime,Graph Management,graph_management,77,cudaGraphMemcpyNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemcpyNodeGetParams ( cudaGraphNode_t node , cudaMemcpy3DParms * pNodeParams )",Returns a memcpy node's parameters.,yes,yes,one_to_one,cuGraphMemcpyNodeGetParams
runtime,Graph Management,graph_management,78,cudaGraphMemcpyNodeSetParams,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParams ( cudaGraphNode_t node , const cudaMemcpy3DParms * pNodeParams )",Sets a memcpy node's parameters.,no,,,
runtime,Graph Management,graph_management,79,cudaGraphMemcpyNodeSetParams1D,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParams1D ( cudaGraphNode_t node , void* dst , const void* src , size_t count , cudaMemcpyKind kind )",Sets a memcpy node's parameters to perform a 1-dimensional copy.,yes,yes,one_to_one,cuGraphMemcpyNodeSetParams
runtime,Graph Management,graph_management,80,cudaGraphMemcpyNodeSetParamsFromSymbol,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsFromSymbol ( cudaGraphNode_t node , void* dst , const void* symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy from a symbol on the device.,yes,yes,one_to_many,cuGraphMemcpyNodeSetParams;cuModuleGetGlobal
runtime,Graph Management,graph_management,81,cudaGraphMemcpyNodeSetParamsToSymbol,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsToSymbol ( cudaGraphNode_t node , const void* symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy to a symbol on the device.,yes,yes,one_to_many,cuGraphMemcpyNodeSetParams;cuModuleGetGlobal
