api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description
runtime,Direct3D 11 Interoperability,graphics_external_interop,1,cudaD3D11GetDevice,"__host__ ​ cudaError_t cudaD3D11GetDevice ( int* device , IDXGIAdapter* pAdapter )",Gets the device number for an adapter.
runtime,Direct3D 11 Interoperability,graphics_external_interop,2,cudaD3D11GetDevices,"__host__ ​ cudaError_t cudaD3D11GetDevices ( unsigned int* pCudaDeviceCount , int* pCudaDevices , unsigned int cudaDeviceCount , ID3D11Device* pD3D11Device , cudaD3D11DeviceList deviceList )",Gets the CUDA devices corresponding to a Direct3D 11 device.
runtime,Direct3D 11 Interoperability,graphics_external_interop,3,cudaGraphicsD3D11RegisterResource,"__host__ ​ cudaError_t cudaGraphicsD3D11RegisterResource ( cudaGraphicsResource** resource , ID3D11Resource* pD3DResource , unsigned int flags )",Register a Direct3D 11 resource for access by CUDA.
runtime,VDPAU Interoperability,graphics_external_interop,1,cudaGraphicsVDPAURegisterOutputSurface,"__host__ ​ cudaError_t cudaGraphicsVDPAURegisterOutputSurface ( cudaGraphicsResource** resource , VdpOutputSurface vdpSurface , unsigned int flags )",Register a VdpOutputSurface object.
runtime,VDPAU Interoperability,graphics_external_interop,2,cudaGraphicsVDPAURegisterVideoSurface,"__host__ ​ cudaError_t cudaGraphicsVDPAURegisterVideoSurface ( cudaGraphicsResource** resource , VdpVideoSurface vdpSurface , unsigned int flags )",Register a VdpVideoSurface object.
runtime,VDPAU Interoperability,graphics_external_interop,3,cudaVDPAUGetDevice,"__host__ ​ cudaError_t cudaVDPAUGetDevice ( int* device , VdpDevice vdpDevice , VdpGetProcAddress* vdpGetProcAddress )",Gets the CUDA device associated with a VdpDevice.
runtime,VDPAU Interoperability,graphics_external_interop,4,cudaVDPAUSetVDPAUDevice,"__host__ ​ cudaError_t cudaVDPAUSetVDPAUDevice ( int device , VdpDevice vdpDevice , VdpGetProcAddress* vdpGetProcAddress )",Sets a CUDA device to use VDPAU interoperability.
runtime,EGL Interoperability,graphics_external_interop,1,cudaEGLStreamConsumerAcquireFrame,"__host__ ​ cudaError_t cudaEGLStreamConsumerAcquireFrame ( cudaEglStreamConnection * conn , cudaGraphicsResource_t * pCudaResource , cudaStream_t * pStream , unsigned int timeout )",Acquire an image frame from the EGLStream with CUDA as a consumer.
runtime,EGL Interoperability,graphics_external_interop,2,cudaEGLStreamConsumerConnect,"__host__ ​ cudaError_t cudaEGLStreamConsumerConnect ( cudaEglStreamConnection * conn , EGLStreamKHR eglStream )",Connect CUDA to EGLStream as a consumer.
runtime,EGL Interoperability,graphics_external_interop,3,cudaEGLStreamConsumerConnectWithFlags,"__host__ ​ cudaError_t cudaEGLStreamConsumerConnectWithFlags ( cudaEglStreamConnection * conn , EGLStreamKHR eglStream , unsigned int flags )",Connect CUDA to EGLStream as a consumer with given flags.
runtime,EGL Interoperability,graphics_external_interop,4,cudaEGLStreamConsumerDisconnect,__host__ ​ cudaError_t cudaEGLStreamConsumerDisconnect ( cudaEglStreamConnection * conn ),Disconnect CUDA as a consumer to EGLStream .
runtime,EGL Interoperability,graphics_external_interop,5,cudaEGLStreamConsumerReleaseFrame,"__host__ ​ cudaError_t cudaEGLStreamConsumerReleaseFrame ( cudaEglStreamConnection * conn , cudaGraphicsResource_t pCudaResource , cudaStream_t * pStream )",Releases the last frame acquired from the EGLStream.
runtime,EGL Interoperability,graphics_external_interop,6,cudaEGLStreamProducerConnect,"__host__ ​ cudaError_t cudaEGLStreamProducerConnect ( cudaEglStreamConnection * conn , EGLStreamKHR eglStream , EGLint width , EGLint height )",Connect CUDA to EGLStream as a producer.
runtime,EGL Interoperability,graphics_external_interop,7,cudaEGLStreamProducerDisconnect,__host__ ​ cudaError_t cudaEGLStreamProducerDisconnect ( cudaEglStreamConnection * conn ),Disconnect CUDA as a producer to EGLStream .
runtime,EGL Interoperability,graphics_external_interop,8,cudaEGLStreamProducerPresentFrame,"__host__ ​ cudaError_t cudaEGLStreamProducerPresentFrame ( cudaEglStreamConnection * conn , cudaEglFrame eglframe , cudaStream_t * pStream )",Present a CUDA eglFrame to the EGLStream with CUDA as a producer.
runtime,EGL Interoperability,graphics_external_interop,9,cudaEGLStreamProducerReturnFrame,"__host__ ​ cudaError_t cudaEGLStreamProducerReturnFrame ( cudaEglStreamConnection * conn , cudaEglFrame * eglframe , cudaStream_t * pStream )",Return the CUDA eglFrame to the EGLStream last released by the consumer.
runtime,EGL Interoperability,graphics_external_interop,10,cudaEventCreateFromEGLSync,"__host__ ​ cudaError_t cudaEventCreateFromEGLSync ( cudaEvent_t * phEvent , EGLSyncKHR eglSync , unsigned int flags )",Creates an event from EGLSync object.
runtime,EGL Interoperability,graphics_external_interop,11,cudaGraphicsEGLRegisterImage,"__host__ ​ cudaError_t cudaGraphicsEGLRegisterImage ( cudaGraphicsResource** pCudaResource , EGLImageKHR image , unsigned int flags )",Registers an EGL image.
runtime,EGL Interoperability,graphics_external_interop,12,cudaGraphicsResourceGetMappedEglFrame,"__host__ ​ cudaError_t cudaGraphicsResourceGetMappedEglFrame ( cudaEglFrame * eglFrame , cudaGraphicsResource_t resource , unsigned int index , unsigned int mipLevel )",Get an eglFrame through which to access a registered EGL graphics resource.
runtime,Graphics Interoperability,graph_management,1,cudaGraphicsMapResources,"__host__ ​ cudaError_t cudaGraphicsMapResources ( int count , cudaGraphicsResource_t * resources , cudaStream_t stream = 0 )",Map graphics resources for access by CUDA.
runtime,Graphics Interoperability,graph_management,2,cudaGraphicsResourceGetMappedMipmappedArray,"__host__ ​ cudaError_t cudaGraphicsResourceGetMappedMipmappedArray ( cudaMipmappedArray_t * mipmappedArray , cudaGraphicsResource_t resource )",Get a mipmapped array through which to access a mapped graphics resource.
runtime,Graphics Interoperability,graph_management,3,cudaGraphicsResourceGetMappedPointer,"__host__ ​ cudaError_t cudaGraphicsResourceGetMappedPointer ( void** devPtr , size_t* size , cudaGraphicsResource_t resource )",Get an device pointer through which to access a mapped graphics resource.
runtime,Graphics Interoperability,graph_management,4,cudaGraphicsResourceSetMapFlags,"__host__ ​ cudaError_t cudaGraphicsResourceSetMapFlags ( cudaGraphicsResource_t resource , unsigned int flags )",Set usage flags for mapping a graphics resource.
runtime,Graphics Interoperability,graph_management,5,cudaGraphicsSubResourceGetMappedArray,"__host__ ​ cudaError_t cudaGraphicsSubResourceGetMappedArray ( cudaArray_t * array , cudaGraphicsResource_t resource , unsigned int arrayIndex , unsigned int mipLevel )",Get an array through which to access a subresource of a mapped graphics resource.
runtime,Graphics Interoperability,graph_management,6,cudaGraphicsUnmapResources,"__host__ ​ cudaError_t cudaGraphicsUnmapResources ( int count , cudaGraphicsResource_t * resources , cudaStream_t stream = 0 )",Unmap graphics resources.
runtime,Graphics Interoperability,graph_management,7,cudaGraphicsUnregisterResource,__host__ ​ cudaError_t cudaGraphicsUnregisterResource ( cudaGraphicsResource_t resource ),Unregisters a graphics resource for access by CUDA.
runtime,Texture Object Management,texture_surface_tensor,1,cudaCreateChannelDesc,"__host__ ​ cudaChannelFormatDesc cudaCreateChannelDesc ( int x , int y , int z , int w , cudaChannelFormatKind f )",Returns a channel descriptor using the specified format.
runtime,Texture Object Management,texture_surface_tensor,2,cudaCreateTextureObject,"__host__ ​ cudaError_t cudaCreateTextureObject ( cudaTextureObject_t * pTexObject , const cudaResourceDesc * pResDesc , const cudaTextureDesc * pTexDesc , const cudaResourceViewDesc * pResViewDesc )",Creates a texture object.
runtime,Texture Object Management,texture_surface_tensor,3,cudaDestroyTextureObject,__host__ ​ cudaError_t cudaDestroyTextureObject ( cudaTextureObject_t texObject ),Destroys a texture object.
runtime,Texture Object Management,texture_surface_tensor,4,cudaGetChannelDesc,"__host__ ​ cudaError_t cudaGetChannelDesc ( cudaChannelFormatDesc * desc , cudaArray_const_t array )",Get the channel descriptor of an array.
runtime,Texture Object Management,texture_surface_tensor,5,cudaGetTextureObjectResourceDesc,"__host__ ​ cudaError_t cudaGetTextureObjectResourceDesc ( cudaResourceDesc * pResDesc , cudaTextureObject_t texObject )",Returns a texture object's resource descriptor.
runtime,Texture Object Management,texture_surface_tensor,6,cudaGetTextureObjectResourceViewDesc,"__host__ ​ cudaError_t cudaGetTextureObjectResourceViewDesc ( cudaResourceViewDesc * pResViewDesc , cudaTextureObject_t texObject )",Returns a texture object's resource view descriptor.
runtime,Texture Object Management,texture_surface_tensor,7,cudaGetTextureObjectTextureDesc,"__host__ ​ cudaError_t cudaGetTextureObjectTextureDesc ( cudaTextureDesc * pTexDesc , cudaTextureObject_t texObject )",Returns a texture object's texture descriptor.
runtime,Surface Object Management,texture_surface_tensor,1,cudaCreateSurfaceObject,"__host__ ​ cudaError_t cudaCreateSurfaceObject ( cudaSurfaceObject_t * pSurfObject , const cudaResourceDesc * pResDesc )",Creates a surface object.
runtime,Surface Object Management,texture_surface_tensor,2,cudaDestroySurfaceObject,__host__ ​ cudaError_t cudaDestroySurfaceObject ( cudaSurfaceObject_t surfObject ),Destroys a surface object.
runtime,Surface Object Management,texture_surface_tensor,3,cudaGetSurfaceObjectResourceDesc,"__host__ ​ cudaError_t cudaGetSurfaceObjectResourceDesc ( cudaResourceDesc * pResDesc , cudaSurfaceObject_t surfObject )",Returns a surface object's resource descriptor Returns the resource descriptor for the surface object specified by surfObject .
runtime,Version Management,runtime_or_driver_state,1,cudaDriverGetVersion,__host__ ​ cudaError_t cudaDriverGetVersion ( int* driverVersion ),Returns the latest version of CUDA supported by the driver.
runtime,Version Management,runtime_or_driver_state,2,cudaRuntimeGetVersion,__host__ ​ __device__ ​ cudaError_t cudaRuntimeGetVersion ( int* runtimeVersion ),Returns the CUDA Runtime version.
runtime,Graph Management,graph_management,1,cudaDeviceGetGraphMemAttribute,"__host__ ​ cudaError_t cudaDeviceGetGraphMemAttribute ( int device , cudaGraphMemAttributeType attr , void* value )",Query asynchronous allocation attributes related to graphs.
runtime,Graph Management,graph_management,2,cudaDeviceGraphMemTrim,__host__ ​ cudaError_t cudaDeviceGraphMemTrim ( int device ),Free unused memory that was cached on the specified device for use with graphs back to the OS.
runtime,Graph Management,graph_management,3,cudaDeviceSetGraphMemAttribute,"__host__ ​ cudaError_t cudaDeviceSetGraphMemAttribute ( int device , cudaGraphMemAttributeType attr , void* value )",Set asynchronous allocation attributes related to graphs.
runtime,Graph Management,graph_management,4,cudaGetCurrentGraphExec,__device__ ​ cudaGraphExec_t cudaGetCurrentGraphExec ( void ),Get the currently running device graph id.
runtime,Graph Management,graph_management,5,cudaGraphAddChildGraphNode,"__host__ ​ cudaError_t cudaGraphAddChildGraphNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaGraph_t childGraph )",Creates a child graph node and adds it to a graph.
runtime,Graph Management,graph_management,6,cudaGraphAddDependencies,"__host__ ​ cudaError_t cudaGraphAddDependencies ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , size_t numDependencies )",Adds dependency edges to a graph.
runtime,Graph Management,graph_management,7,cudaGraphAddDependencies_v2,"__host__ ​ cudaError_t cudaGraphAddDependencies_v2 ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , const cudaGraphEdgeData * edgeData , size_t numDependencies )",Adds dependency edges to a graph. (12.3+).
runtime,Graph Management,graph_management,8,cudaGraphAddEmptyNode,"__host__ ​ cudaError_t cudaGraphAddEmptyNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies )",Creates an empty node and adds it to a graph.
runtime,Graph Management,graph_management,9,cudaGraphAddEventRecordNode,"__host__ ​ cudaError_t cudaGraphAddEventRecordNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaEvent_t event )",Creates an event record node and adds it to a graph.
runtime,Graph Management,graph_management,10,cudaGraphAddEventWaitNode,"__host__ ​ cudaError_t cudaGraphAddEventWaitNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaEvent_t event )",Creates an event wait node and adds it to a graph.
runtime,Graph Management,graph_management,11,cudaGraphAddExternalSemaphoresSignalNode,"__host__ ​ cudaError_t cudaGraphAddExternalSemaphoresSignalNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaExternalSemaphoreSignalNodeParams * nodeParams )",Creates an external semaphore signal node and adds it to a graph.
runtime,Graph Management,graph_management,12,cudaGraphAddExternalSemaphoresWaitNode,"__host__ ​ cudaError_t cudaGraphAddExternalSemaphoresWaitNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaExternalSemaphoreWaitNodeParams * nodeParams )",Creates an external semaphore wait node and adds it to a graph.
runtime,Graph Management,graph_management,13,cudaGraphAddHostNode,"__host__ ​ cudaError_t cudaGraphAddHostNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaHostNodeParams * pNodeParams )",Creates a host execution node and adds it to a graph.
runtime,Graph Management,graph_management,14,cudaGraphAddKernelNode,"__host__ ​ cudaError_t cudaGraphAddKernelNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaKernelNodeParams * pNodeParams )",Creates a kernel execution node and adds it to a graph.
runtime,Graph Management,graph_management,15,cudaGraphAddMemAllocNode,"__host__ ​ cudaError_t cudaGraphAddMemAllocNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaMemAllocNodeParams * nodeParams )",Creates an allocation node and adds it to a graph.
runtime,Graph Management,graph_management,16,cudaGraphAddMemFreeNode,"__host__ ​ cudaError_t cudaGraphAddMemFreeNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dptr )",Creates a memory free node and adds it to a graph.
runtime,Graph Management,graph_management,17,cudaGraphAddMemcpyNode,"__host__ ​ cudaError_t cudaGraphAddMemcpyNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaMemcpy3DParms * pCopyParams )",Creates a memcpy node and adds it to a graph.
runtime,Graph Management,graph_management,18,cudaGraphAddMemcpyNode1D,"__host__ ​ cudaError_t cudaGraphAddMemcpyNode1D ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dst , const void* src , size_t count , cudaMemcpyKind kind )",Creates a 1D memcpy node and adds it to a graph.
runtime,Graph Management,graph_management,19,cudaGraphAddMemcpyNodeFromSymbol,"__host__ ​ cudaError_t cudaGraphAddMemcpyNodeFromSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dst , const void* symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy from a symbol on the device and adds it to a graph.
runtime,Graph Management,graph_management,20,cudaGraphAddMemcpyNodeToSymbol,"__host__ ​ cudaError_t cudaGraphAddMemcpyNodeToSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const void* symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy to a symbol on the device and adds it to a graph.
runtime,Graph Management,graph_management,21,cudaGraphAddMemsetNode,"__host__ ​ cudaError_t cudaGraphAddMemsetNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const cudaMemsetParams * pMemsetParams )",Creates a memset node and adds it to a graph.
runtime,Graph Management,graph_management,22,cudaGraphAddNode,"__host__ ​ cudaError_t cudaGraphAddNode ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , cudaGraphNodeParams * nodeParams )",Adds a node of arbitrary type to a graph.
runtime,Graph Management,graph_management,23,cudaGraphAddNode_v2,"__host__ ​ cudaError_t cudaGraphAddNode_v2 ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , const cudaGraphEdgeData * dependencyData , size_t numDependencies , cudaGraphNodeParams * nodeParams )",Adds a node of arbitrary type to a graph (12.3+).
runtime,Graph Management,graph_management,24,cudaGraphChildGraphNodeGetGraph,"__host__ ​ cudaError_t cudaGraphChildGraphNodeGetGraph ( cudaGraphNode_t node , cudaGraph_t * pGraph )",Gets a handle to the embedded graph of a child graph node.
runtime,Graph Management,graph_management,25,cudaGraphClone,"__host__ ​ cudaError_t cudaGraphClone ( cudaGraph_t * pGraphClone , cudaGraph_t originalGraph )",Clones a graph.
runtime,Graph Management,graph_management,26,cudaGraphConditionalHandleCreate,"__host__ ​ cudaError_t cudaGraphConditionalHandleCreate ( cudaGraphConditionalHandle * pHandle_out , cudaGraph_t graph , unsigned int defaultLaunchValue = 0 , unsigned int flags = 0 )",Create a conditional handle.
runtime,Graph Management,graph_management,27,cudaGraphCreate,"__host__ ​ cudaError_t cudaGraphCreate ( cudaGraph_t * pGraph , unsigned int flags )",Creates a graph.
runtime,Graph Management,graph_management,28,cudaGraphDebugDotPrint,"__host__ ​ cudaError_t cudaGraphDebugDotPrint ( cudaGraph_t graph , const char* path , unsigned int flags )",Write a DOT file describing graph structure.
runtime,Graph Management,graph_management,29,cudaGraphDestroy,__host__ ​ cudaError_t cudaGraphDestroy ( cudaGraph_t graph ),Destroys a graph.
runtime,Graph Management,graph_management,30,cudaGraphDestroyNode,__host__ ​ cudaError_t cudaGraphDestroyNode ( cudaGraphNode_t node ),Remove a node from the graph.
runtime,Graph Management,graph_management,31,cudaGraphEventRecordNodeGetEvent,"__host__ ​ cudaError_t cudaGraphEventRecordNodeGetEvent ( cudaGraphNode_t node , cudaEvent_t * event_out )",Returns the event associated with an event record node.
runtime,Graph Management,graph_management,32,cudaGraphEventRecordNodeSetEvent,"__host__ ​ cudaError_t cudaGraphEventRecordNodeSetEvent ( cudaGraphNode_t node , cudaEvent_t event )",Sets an event record node's event.
runtime,Graph Management,graph_management,33,cudaGraphEventWaitNodeGetEvent,"__host__ ​ cudaError_t cudaGraphEventWaitNodeGetEvent ( cudaGraphNode_t node , cudaEvent_t * event_out )",Returns the event associated with an event wait node.
runtime,Graph Management,graph_management,34,cudaGraphEventWaitNodeSetEvent,"__host__ ​ cudaError_t cudaGraphEventWaitNodeSetEvent ( cudaGraphNode_t node , cudaEvent_t event )",Sets an event wait node's event.
runtime,Graph Management,graph_management,35,cudaGraphExecChildGraphNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecChildGraphNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , cudaGraph_t childGraph )",Updates node parameters in the child graph node in the given graphExec.
runtime,Graph Management,graph_management,36,cudaGraphExecDestroy,__host__ ​ cudaError_t cudaGraphExecDestroy ( cudaGraphExec_t graphExec ),Destroys an executable graph.
runtime,Graph Management,graph_management,37,cudaGraphExecEventRecordNodeSetEvent,"__host__ ​ cudaError_t cudaGraphExecEventRecordNodeSetEvent ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , cudaEvent_t event )",Sets the event for an event record node in the given graphExec.
runtime,Graph Management,graph_management,38,cudaGraphExecEventWaitNodeSetEvent,"__host__ ​ cudaError_t cudaGraphExecEventWaitNodeSetEvent ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , cudaEvent_t event )",Sets the event for an event wait node in the given graphExec.
runtime,Graph Management,graph_management,39,cudaGraphExecExternalSemaphoresSignalNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecExternalSemaphoresSignalNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , const cudaExternalSemaphoreSignalNodeParams * nodeParams )",Sets the parameters for an external semaphore signal node in the given graphExec.
runtime,Graph Management,graph_management,40,cudaGraphExecExternalSemaphoresWaitNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecExternalSemaphoresWaitNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , const cudaExternalSemaphoreWaitNodeParams * nodeParams )",Sets the parameters for an external semaphore wait node in the given graphExec.
runtime,Graph Management,graph_management,41,cudaGraphExecGetFlags,"__host__ ​ cudaError_t cudaGraphExecGetFlags ( cudaGraphExec_t graphExec , unsigned long long* flags )",Query the instantiation flags of an executable graph.
runtime,Graph Management,graph_management,42,cudaGraphExecHostNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecHostNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaHostNodeParams * pNodeParams )",Sets the parameters for a host node in the given graphExec.
runtime,Graph Management,graph_management,43,cudaGraphExecKernelNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecKernelNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaKernelNodeParams * pNodeParams )",Sets the parameters for a kernel node in the given graphExec.
runtime,Graph Management,graph_management,44,cudaGraphExecMemcpyNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaMemcpy3DParms * pNodeParams )",Sets the parameters for a memcpy node in the given graphExec.
runtime,Graph Management,graph_management,45,cudaGraphExecMemcpyNodeSetParams1D,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParams1D ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , void* dst , const void* src , size_t count , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to perform a 1-dimensional copy.
runtime,Graph Management,graph_management,46,cudaGraphExecMemcpyNodeSetParamsFromSymbol,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsFromSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , void* dst , const void* symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy from a symbol on the device.
runtime,Graph Management,graph_management,47,cudaGraphExecMemcpyNodeSetParamsToSymbol,"__host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsToSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const void* symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy to a symbol on the device.
runtime,Graph Management,graph_management,48,cudaGraphExecMemsetNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecMemsetNodeSetParams ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const cudaMemsetParams * pNodeParams )",Sets the parameters for a memset node in the given graphExec.
runtime,Graph Management,graph_management,49,cudaGraphExecNodeSetParams,"__host__ ​ cudaError_t cudaGraphExecNodeSetParams ( cudaGraphExec_t graphExec , cudaGraphNode_t node , cudaGraphNodeParams * nodeParams )",Update's a graph node's parameters in an instantiated graph.
runtime,Graph Management,graph_management,50,cudaGraphExecUpdate,"__host__ ​ cudaError_t cudaGraphExecUpdate ( cudaGraphExec_t hGraphExec , cudaGraph_t hGraph , cudaGraphExecUpdateResultInfo * resultInfo )",Check whether an executable graph can be updated with a graph and perform the update if possible.
runtime,Graph Management,graph_management,51,cudaGraphExternalSemaphoresSignalNodeGetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresSignalNodeGetParams ( cudaGraphNode_t hNode , cudaExternalSemaphoreSignalNodeParams * params_out )",Returns an external semaphore signal node's parameters.
runtime,Graph Management,graph_management,52,cudaGraphExternalSemaphoresSignalNodeSetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresSignalNodeSetParams ( cudaGraphNode_t hNode , const cudaExternalSemaphoreSignalNodeParams * nodeParams )",Sets an external semaphore signal node's parameters.
runtime,Graph Management,graph_management,53,cudaGraphExternalSemaphoresWaitNodeGetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresWaitNodeGetParams ( cudaGraphNode_t hNode , cudaExternalSemaphoreWaitNodeParams * params_out )",Returns an external semaphore wait node's parameters.
runtime,Graph Management,graph_management,54,cudaGraphExternalSemaphoresWaitNodeSetParams,"__host__ ​ cudaError_t cudaGraphExternalSemaphoresWaitNodeSetParams ( cudaGraphNode_t hNode , const cudaExternalSemaphoreWaitNodeParams * nodeParams )",Sets an external semaphore wait node's parameters.
runtime,Graph Management,graph_management,55,cudaGraphGetEdges,"__host__ ​ cudaError_t cudaGraphGetEdges ( cudaGraph_t graph , cudaGraphNode_t * from , cudaGraphNode_t * to , size_t* numEdges )",Returns a graph's dependency edges.
runtime,Graph Management,graph_management,56,cudaGraphGetEdges_v2,"__host__ ​ cudaError_t cudaGraphGetEdges_v2 ( cudaGraph_t graph , cudaGraphNode_t * from , cudaGraphNode_t * to , cudaGraphEdgeData * edgeData , size_t* numEdges )",Returns a graph's dependency edges (12.3+).
runtime,Graph Management,graph_management,57,cudaGraphGetNodes,"__host__ ​ cudaError_t cudaGraphGetNodes ( cudaGraph_t graph , cudaGraphNode_t * nodes , size_t* numNodes )",Returns a graph's nodes.
runtime,Graph Management,graph_management,58,cudaGraphGetRootNodes,"__host__ ​ cudaError_t cudaGraphGetRootNodes ( cudaGraph_t graph , cudaGraphNode_t * pRootNodes , size_t* pNumRootNodes )",Returns a graph's root nodes.
runtime,Graph Management,graph_management,59,cudaGraphHostNodeGetParams,"__host__ ​ cudaError_t cudaGraphHostNodeGetParams ( cudaGraphNode_t node , cudaHostNodeParams * pNodeParams )",Returns a host node's parameters.
runtime,Graph Management,graph_management,60,cudaGraphHostNodeSetParams,"__host__ ​ cudaError_t cudaGraphHostNodeSetParams ( cudaGraphNode_t node , const cudaHostNodeParams * pNodeParams )",Sets a host node's parameters.
runtime,Graph Management,graph_management,61,cudaGraphInstantiate,"__host__ ​ cudaError_t cudaGraphInstantiate ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , unsigned long long flags = 0 )",Creates an executable graph from a graph.
runtime,Graph Management,graph_management,62,cudaGraphInstantiateWithFlags,"__host__ ​ cudaError_t cudaGraphInstantiateWithFlags ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , unsigned long long flags = 0 )",Creates an executable graph from a graph.
runtime,Graph Management,graph_management,63,cudaGraphInstantiateWithParams,"__host__ ​ cudaError_t cudaGraphInstantiateWithParams ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , cudaGraphInstantiateParams * instantiateParams )",Creates an executable graph from a graph.
runtime,Graph Management,graph_management,64,cudaGraphKernelNodeCopyAttributes,"__host__ ​ cudaError_t cudaGraphKernelNodeCopyAttributes ( cudaGraphNode_t hSrc , cudaGraphNode_t hDst )",Copies attributes from source node to destination node.
runtime,Graph Management,graph_management,65,cudaGraphKernelNodeGetAttribute,"__host__ ​ cudaError_t cudaGraphKernelNodeGetAttribute ( cudaGraphNode_t hNode , cudaKernelNodeAttrID attr , cudaKernelNodeAttrValue* value_out )",Queries node attribute.
runtime,Graph Management,graph_management,66,cudaGraphKernelNodeGetParams,"__host__ ​ cudaError_t cudaGraphKernelNodeGetParams ( cudaGraphNode_t node , cudaKernelNodeParams * pNodeParams )",Returns a kernel node's parameters.
runtime,Graph Management,graph_management,67,cudaGraphKernelNodeSetAttribute,"__host__ ​ cudaError_t cudaGraphKernelNodeSetAttribute ( cudaGraphNode_t hNode , cudaKernelNodeAttrID attr , const cudaKernelNodeAttrValue* value )",Sets node attribute.
