api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description
runtime,Device Management,device_and_context,1,cudaChooseDevice,"__host__ ​ cudaError_t cudaChooseDevice ( int* device , const cudaDeviceProp * prop )",Select compute-device which best matches criteria.
runtime,Device Management,device_and_context,2,cudaDeviceFlushGPUDirectRDMAWrites,"__host__ ​ cudaError_t cudaDeviceFlushGPUDirectRDMAWrites ( cudaFlushGPUDirectRDMAWritesTarget target , cudaFlushGPUDirectRDMAWritesScope scope )",Blocks until remote writes are visible to the specified scope.
runtime,Device Management,device_and_context,3,cudaDeviceGetAttribute,"__host__ ​ __device__ ​ cudaError_t cudaDeviceGetAttribute ( int* value , cudaDeviceAttr attr , int device )",Returns information about the device.
runtime,Device Management,device_and_context,4,cudaDeviceGetByPCIBusId,"__host__ ​ cudaError_t cudaDeviceGetByPCIBusId ( int* device , const char* pciBusId )",Returns a handle to a compute device.
runtime,Device Management,device_and_context,5,cudaDeviceGetCacheConfig,__host__ ​ __device__ ​ cudaError_t cudaDeviceGetCacheConfig ( cudaFuncCache * pCacheConfig ),Returns the preferred cache configuration for the current device.
runtime,Device Management,device_and_context,6,cudaDeviceGetDefaultMemPool,"__host__ ​ cudaError_t cudaDeviceGetDefaultMemPool ( cudaMemPool_t * memPool , int device )",Returns the default mempool of a device.
runtime,Device Management,device_and_context,7,cudaDeviceGetLimit,"__host__ ​ __device__ ​ cudaError_t cudaDeviceGetLimit ( size_t* pValue , cudaLimit limit )",Return resource limits.
runtime,Device Management,device_and_context,8,cudaDeviceGetMemPool,"__host__ ​ cudaError_t cudaDeviceGetMemPool ( cudaMemPool_t * memPool , int device )",Gets the current mempool for a device.
runtime,Device Management,device_and_context,9,cudaDeviceGetNvSciSyncAttributes,"__host__ ​ cudaError_t cudaDeviceGetNvSciSyncAttributes ( void* nvSciSyncAttrList , int device , int flags )",Return NvSciSync attributes that this device can support.
runtime,Device Management,device_and_context,10,cudaDeviceGetP2PAttribute,"__host__ ​ cudaError_t cudaDeviceGetP2PAttribute ( int* value , cudaDeviceP2PAttr attr , int srcDevice , int dstDevice )",Queries attributes of the link between two devices.
runtime,Device Management,device_and_context,11,cudaDeviceGetPCIBusId,"__host__ ​ cudaError_t cudaDeviceGetPCIBusId ( char* pciBusId , int len , int device )",Returns a PCI Bus Id string for the device.
runtime,Device Management,device_and_context,12,cudaDeviceGetStreamPriorityRange,"__host__ ​ cudaError_t cudaDeviceGetStreamPriorityRange ( int* leastPriority , int* greatestPriority )",Returns numerical values that correspond to the least and greatest stream priorities.
runtime,Device Management,device_and_context,13,cudaDeviceGetTexture1DLinearMaxWidth,"__host__ ​ cudaError_t cudaDeviceGetTexture1DLinearMaxWidth ( size_t* maxWidthInElements , const cudaChannelFormatDesc * fmtDesc , int device )",Returns the maximum number of elements allocatable in a 1D linear texture for a given element size.
runtime,Device Management,device_and_context,14,cudaDeviceRegisterAsyncNotification,"__host__ ​ cudaError_t cudaDeviceRegisterAsyncNotification ( int device , cudaAsyncCallback callbackFunc , void* userData , cudaAsyncCallbackHandle_t * callback )",Registers a callback function to receive async notifications.
runtime,Device Management,device_and_context,15,cudaDeviceReset,__host__ ​ cudaError_t cudaDeviceReset ( void ),Destroy all allocations and reset all state on the current device in the current process.
runtime,Device Management,device_and_context,16,cudaDeviceSetCacheConfig,__host__ ​ cudaError_t cudaDeviceSetCacheConfig ( cudaFuncCache cacheConfig ),Sets the preferred cache configuration for the current device.
runtime,Device Management,device_and_context,17,cudaDeviceSetLimit,"__host__ ​ cudaError_t cudaDeviceSetLimit ( cudaLimit limit , size_t value )",Set resource limits.
runtime,Device Management,device_and_context,18,cudaDeviceSetMemPool,"__host__ ​ cudaError_t cudaDeviceSetMemPool ( int device , cudaMemPool_t memPool )",Sets the current memory pool of a device.
runtime,Device Management,device_and_context,19,cudaDeviceSynchronize,__host__ ​ __device__ ​ cudaError_t cudaDeviceSynchronize ( void ),Wait for compute device to finish.
runtime,Device Management,device_and_context,20,cudaDeviceUnregisterAsyncNotification,"__host__ ​ cudaError_t cudaDeviceUnregisterAsyncNotification ( int device , cudaAsyncCallbackHandle_t callback )",Unregisters an async notification callback.
runtime,Device Management,device_and_context,21,cudaGetDevice,__host__ ​ __device__ ​ cudaError_t cudaGetDevice ( int* device ),Returns which device is currently being used.
runtime,Device Management,device_and_context,22,cudaGetDeviceCount,__host__ ​ __device__ ​ cudaError_t cudaGetDeviceCount ( int* count ),Returns the number of compute-capable devices.
runtime,Device Management,device_and_context,23,cudaGetDeviceFlags,__host__ ​ cudaError_t cudaGetDeviceFlags ( unsigned int* flags ),Gets the flags for the current device.
runtime,Device Management,device_and_context,24,cudaGetDeviceProperties,"__host__ ​ cudaError_t cudaGetDeviceProperties ( cudaDeviceProp * prop , int device )",Returns information about the compute-device.
runtime,Device Management,device_and_context,25,cudaInitDevice,"__host__ ​ cudaError_t cudaInitDevice ( int device , unsigned int deviceFlags , unsigned int flags )",Initialize device to be used for GPU executions.
runtime,Device Management,device_and_context,26,cudaIpcCloseMemHandle,__host__ ​ cudaError_t cudaIpcCloseMemHandle ( void* devPtr ),Attempts to close memory mapped with cudaIpcOpenMemHandle.
runtime,Device Management,device_and_context,27,cudaIpcGetEventHandle,"__host__ ​ cudaError_t cudaIpcGetEventHandle ( cudaIpcEventHandle_t * handle , cudaEvent_t event )",Gets an interprocess handle for a previously allocated event.
runtime,Device Management,device_and_context,28,cudaIpcGetMemHandle,"__host__ ​ cudaError_t cudaIpcGetMemHandle ( cudaIpcMemHandle_t * handle , void* devPtr )",Gets an interprocess memory handle for an existing device memory allocation.
runtime,Device Management,device_and_context,29,cudaIpcOpenEventHandle,"__host__ ​ cudaError_t cudaIpcOpenEventHandle ( cudaEvent_t * event , cudaIpcEventHandle_t handle )",Opens an interprocess event handle for use in the current process.
runtime,Device Management,device_and_context,30,cudaIpcOpenMemHandle,"__host__ ​ cudaError_t cudaIpcOpenMemHandle ( void** devPtr , cudaIpcMemHandle_t handle , unsigned int flags )",Opens an interprocess memory handle exported from another process and returns a device pointer usable in the local process.
runtime,Device Management,device_and_context,31,cudaSetDevice,__host__ ​ cudaError_t cudaSetDevice ( int device ),Set device to be used for GPU executions.
runtime,Device Management,device_and_context,32,cudaSetDeviceFlags,__host__ ​ cudaError_t cudaSetDeviceFlags ( unsigned int flags ),Sets flags to be used for device executions.
runtime,Device Management,device_and_context,33,cudaSetValidDevices,"__host__ ​ cudaError_t cudaSetValidDevices ( int* device_arr , int len )",Set a list of devices that can be used for CUDA.
runtime,Error Handling,error_handling,1,cudaGetErrorName,__host__ ​ __device__ ​const char* cudaGetErrorName ( cudaError_t error ),Returns the string representation of an error code enum name.
runtime,Error Handling,error_handling,2,cudaGetErrorString,__host__ ​ __device__ ​const char* cudaGetErrorString ( cudaError_t error ),Returns the description string for an error code.
runtime,Error Handling,error_handling,3,cudaGetLastError,__host__ ​ __device__ ​ cudaError_t cudaGetLastError ( void ),Returns the last error from a runtime call.
runtime,Error Handling,error_handling,4,cudaPeekAtLastError,__host__ ​ __device__ ​ cudaError_t cudaPeekAtLastError ( void ),Returns the last error from a runtime call.
runtime,Stream Management,stream_event_synchronization,1,cudaCtxResetPersistingL2Cache,__host__ ​ cudaError_t cudaCtxResetPersistingL2Cache ( void ),Resets all persisting lines in cache to normal status.
runtime,Stream Management,stream_event_synchronization,2,cudaStreamAddCallback,"__host__ ​ cudaError_t cudaStreamAddCallback ( cudaStream_t stream , cudaStreamCallback_t callback , void* userData , unsigned int flags )",Add a callback to a compute stream.
runtime,Stream Management,stream_event_synchronization,3,cudaStreamAttachMemAsync,"__host__ ​ cudaError_t cudaStreamAttachMemAsync ( cudaStream_t stream , void* devPtr , size_t length = 0 , unsigned int flags = cudaMemAttachSingle )",Attach memory to a stream asynchronously.
runtime,Stream Management,stream_event_synchronization,4,cudaStreamBeginCapture,"__host__ ​ cudaError_t cudaStreamBeginCapture ( cudaStream_t stream , cudaStreamCaptureMode mode )",Begins graph capture on a stream.
runtime,Stream Management,stream_event_synchronization,5,cudaStreamBeginCaptureToGraph,"__host__ ​ cudaError_t cudaStreamBeginCaptureToGraph ( cudaStream_t stream , cudaGraph_t graph , const cudaGraphNode_t * dependencies , const cudaGraphEdgeData * dependencyData , size_t numDependencies , cudaStreamCaptureMode mode )",Begins graph capture on a stream to an existing graph.
runtime,Stream Management,stream_event_synchronization,6,cudaStreamCopyAttributes,"__host__ ​ cudaError_t cudaStreamCopyAttributes ( cudaStream_t dst , cudaStream_t src )",Copies attributes from source stream to destination stream.
runtime,Stream Management,stream_event_synchronization,7,cudaStreamCreate,__host__ ​ cudaError_t cudaStreamCreate ( cudaStream_t * pStream ),Create an asynchronous stream.
runtime,Stream Management,stream_event_synchronization,8,cudaStreamCreateWithFlags,"__host__ ​ __device__ ​ cudaError_t cudaStreamCreateWithFlags ( cudaStream_t * pStream , unsigned int flags )",Create an asynchronous stream.
runtime,Stream Management,stream_event_synchronization,9,cudaStreamCreateWithPriority,"__host__ ​ cudaError_t cudaStreamCreateWithPriority ( cudaStream_t * pStream , unsigned int flags , int priority )",Create an asynchronous stream with the specified priority.
runtime,Stream Management,stream_event_synchronization,10,cudaStreamDestroy,__host__ ​ __device__ ​ cudaError_t cudaStreamDestroy ( cudaStream_t stream ),Destroys and cleans up an asynchronous stream.
runtime,Stream Management,stream_event_synchronization,11,cudaStreamEndCapture,"__host__ ​ cudaError_t cudaStreamEndCapture ( cudaStream_t stream , cudaGraph_t * pGraph )","Ends capture on a stream, returning the captured graph."
runtime,Stream Management,stream_event_synchronization,12,cudaStreamGetAttribute,"__host__ ​ cudaError_t cudaStreamGetAttribute ( cudaStream_t hStream , cudaStreamAttrID attr , cudaStreamAttrValue* value_out )",Queries stream attribute.
runtime,Stream Management,stream_event_synchronization,13,cudaStreamGetCaptureInfo,"__host__ ​ cudaError_t cudaStreamGetCaptureInfo ( cudaStream_t stream , cudaStreamCaptureStatus * captureStatus_out , unsigned long long* id_out = 0 , cudaGraph_t * graph_out = 0 , const cudaGraphNode_t ** dependencies_out = 0 , size_t* numDependencies_out = 0 )",Query a stream's capture state.
runtime,Stream Management,stream_event_synchronization,14,cudaStreamGetCaptureInfo_v3,"__host__ ​ cudaError_t cudaStreamGetCaptureInfo_v3 ( cudaStream_t stream , cudaStreamCaptureStatus * captureStatus_out , unsigned long long* id_out = 0 , cudaGraph_t * graph_out = 0 , const cudaGraphNode_t ** dependencies_out = 0 , const cudaGraphEdgeData ** edgeData_out = 0 , size_t* numDependencies_out = 0 )",Query a stream's capture state (12.3+).
runtime,Stream Management,stream_event_synchronization,15,cudaStreamGetFlags,"__host__ ​ cudaError_t cudaStreamGetFlags ( cudaStream_t hStream , unsigned int* flags )",Query the flags of a stream.
runtime,Stream Management,stream_event_synchronization,16,cudaStreamGetId,"__host__ ​ cudaError_t cudaStreamGetId ( cudaStream_t hStream , unsigned long long* streamId )",Query the Id of a stream.
runtime,Stream Management,stream_event_synchronization,17,cudaStreamGetPriority,"__host__ ​ cudaError_t cudaStreamGetPriority ( cudaStream_t hStream , int* priority )",Query the priority of a stream.
runtime,Stream Management,stream_event_synchronization,18,cudaStreamIsCapturing,"__host__ ​ cudaError_t cudaStreamIsCapturing ( cudaStream_t stream , cudaStreamCaptureStatus * pCaptureStatus )",Returns a stream's capture status.
runtime,Stream Management,stream_event_synchronization,19,cudaStreamQuery,__host__ ​ cudaError_t cudaStreamQuery ( cudaStream_t stream ),Queries an asynchronous stream for completion status.
runtime,Stream Management,stream_event_synchronization,20,cudaStreamSetAttribute,"__host__ ​ cudaError_t cudaStreamSetAttribute ( cudaStream_t hStream , cudaStreamAttrID attr , const cudaStreamAttrValue* value )",Sets stream attribute.
runtime,Stream Management,stream_event_synchronization,21,cudaStreamSynchronize,__host__ ​ cudaError_t cudaStreamSynchronize ( cudaStream_t stream ),Waits for stream tasks to complete.
runtime,Stream Management,stream_event_synchronization,22,cudaStreamUpdateCaptureDependencies,"__host__ ​ cudaError_t cudaStreamUpdateCaptureDependencies ( cudaStream_t stream , cudaGraphNode_t * dependencies , size_t numDependencies , unsigned int flags = 0 )",Update the set of dependencies in a capturing stream (11.3+).
runtime,Stream Management,stream_event_synchronization,23,cudaStreamUpdateCaptureDependencies_v2,"__host__ ​ cudaError_t cudaStreamUpdateCaptureDependencies_v2 ( cudaStream_t stream , cudaGraphNode_t * dependencies , const cudaGraphEdgeData * dependencyData , size_t numDependencies , unsigned int flags = 0 )",Update the set of dependencies in a capturing stream (12.3+).
runtime,Stream Management,stream_event_synchronization,24,cudaStreamWaitEvent,"__host__ ​ __device__ ​ cudaError_t cudaStreamWaitEvent ( cudaStream_t stream , cudaEvent_t event , unsigned int flags = 0 )",Make a compute stream wait on an event.
runtime,Stream Management,stream_event_synchronization,25,cudaThreadExchangeStreamCaptureMode,__host__ ​ cudaError_t cudaThreadExchangeStreamCaptureMode ( cudaStreamCaptureMode * mode ),Swaps the stream capture interaction mode for a thread.
runtime,Event Management,stream_event_synchronization,1,cudaEventCreate,__host__ ​ cudaError_t cudaEventCreate ( cudaEvent_t * event ),Creates an event object.
runtime,Event Management,stream_event_synchronization,2,cudaEventCreateWithFlags,"__host__ ​ __device__ ​ cudaError_t cudaEventCreateWithFlags ( cudaEvent_t * event , unsigned int flags )",Creates an event object with the specified flags.
runtime,Event Management,stream_event_synchronization,3,cudaEventDestroy,__host__ ​ __device__ ​ cudaError_t cudaEventDestroy ( cudaEvent_t event ),Destroys an event object.
runtime,Event Management,stream_event_synchronization,4,cudaEventElapsedTime,"__host__ ​ cudaError_t cudaEventElapsedTime ( float* ms , cudaEvent_t start , cudaEvent_t end )",Computes the elapsed time between events.
runtime,Event Management,stream_event_synchronization,5,cudaEventQuery,__host__ ​ cudaError_t cudaEventQuery ( cudaEvent_t event ),Queries an event's status.
runtime,Event Management,stream_event_synchronization,6,cudaEventRecord,"__host__ ​ __device__ ​ cudaError_t cudaEventRecord ( cudaEvent_t event , cudaStream_t stream = 0 )",Records an event.
runtime,Event Management,stream_event_synchronization,7,cudaEventRecordWithFlags,"__host__ ​ cudaError_t cudaEventRecordWithFlags ( cudaEvent_t event , cudaStream_t stream = 0 , unsigned int flags = 0 )",Records an event.
runtime,Event Management,stream_event_synchronization,8,cudaEventSynchronize,__host__ ​ cudaError_t cudaEventSynchronize ( cudaEvent_t event ),Waits for an event to complete.
runtime,External Resource Interoperability,graphics_external_interop,1,cudaDestroyExternalMemory,__host__ ​ cudaError_t cudaDestroyExternalMemory ( cudaExternalMemory_t extMem ),Destroys an external memory object.
runtime,External Resource Interoperability,graphics_external_interop,2,cudaDestroyExternalSemaphore,__host__ ​ cudaError_t cudaDestroyExternalSemaphore ( cudaExternalSemaphore_t extSem ),Destroys an external semaphore.
runtime,External Resource Interoperability,graphics_external_interop,3,cudaExternalMemoryGetMappedBuffer,"__host__ ​ cudaError_t cudaExternalMemoryGetMappedBuffer ( void** devPtr , cudaExternalMemory_t extMem , const cudaExternalMemoryBufferDesc * bufferDesc )",Maps a buffer onto an imported memory object.
runtime,External Resource Interoperability,graphics_external_interop,4,cudaExternalMemoryGetMappedMipmappedArray,"__host__ ​ cudaError_t cudaExternalMemoryGetMappedMipmappedArray ( cudaMipmappedArray_t * mipmap , cudaExternalMemory_t extMem , const cudaExternalMemoryMipmappedArrayDesc * mipmapDesc )",Maps a CUDA mipmapped array onto an external memory object.
runtime,External Resource Interoperability,graphics_external_interop,5,cudaImportExternalMemory,"__host__ ​ cudaError_t cudaImportExternalMemory ( cudaExternalMemory_t * extMem_out , const cudaExternalMemoryHandleDesc * memHandleDesc )",Imports an external memory object.
runtime,External Resource Interoperability,graphics_external_interop,6,cudaImportExternalSemaphore,"__host__ ​ cudaError_t cudaImportExternalSemaphore ( cudaExternalSemaphore_t * extSem_out , const cudaExternalSemaphoreHandleDesc * semHandleDesc )",Imports an external semaphore.
runtime,External Resource Interoperability,graphics_external_interop,7,cudaSignalExternalSemaphoresAsync,"__host__ ​ cudaError_t cudaSignalExternalSemaphoresAsync ( const cudaExternalSemaphore_t * extSemArray , const cudaExternalSemaphoreSignalParams * paramsArray , unsigned int numExtSems , cudaStream_t stream = 0 )",Signals a set of external semaphore objects.
runtime,External Resource Interoperability,graphics_external_interop,8,cudaWaitExternalSemaphoresAsync,"__host__ ​ cudaError_t cudaWaitExternalSemaphoresAsync ( const cudaExternalSemaphore_t * extSemArray , const cudaExternalSemaphoreWaitParams * paramsArray , unsigned int numExtSems , cudaStream_t stream = 0 )",Waits on a set of external semaphore objects.
runtime,Execution Control,execution_and_launch,1,cudaFuncGetAttributes,"__host__ ​ __device__ ​ cudaError_t cudaFuncGetAttributes ( cudaFuncAttributes * attr , const void* func )",Find out attributes for a given function.
runtime,Execution Control,execution_and_launch,2,cudaFuncGetName,"__host__ ​ cudaError_t cudaFuncGetName ( const char** name , const void* func )",Returns the function name for a device entry function pointer.
runtime,Execution Control,execution_and_launch,3,cudaFuncGetParamInfo,"__host__ ​ cudaError_t cudaFuncGetParamInfo ( const void* func , size_t paramIndex , size_t* paramOffset , size_t* paramSize )",Returns the offset and size of a kernel parameter in the device-side parameter layout.
runtime,Execution Control,execution_and_launch,4,cudaFuncSetAttribute,"__host__ ​ cudaError_t cudaFuncSetAttribute ( const void* func , cudaFuncAttribute attr , int value )",Set attributes for a given function.
runtime,Execution Control,execution_and_launch,5,cudaFuncSetCacheConfig,"__host__ ​ cudaError_t cudaFuncSetCacheConfig ( const void* func , cudaFuncCache cacheConfig )",Sets the preferred cache configuration for a device function.
runtime,Execution Control,execution_and_launch,6,cudaGetParameterBuffer,"__device__ ​ void* cudaGetParameterBuffer ( size_t alignment , size_t size )",Obtains a parameter buffer.
runtime,Execution Control,execution_and_launch,7,cudaGridDependencySynchronize,__device__ ​ void cudaGridDependencySynchronize ( void ),Programmatic grid dependency synchronization.
runtime,Execution Control,execution_and_launch,8,cudaLaunchCooperativeKernel,"__host__ ​ cudaError_t cudaLaunchCooperativeKernel ( const void* func , dim3 gridDim , dim3 blockDim , void** args , size_t sharedMem , cudaStream_t stream )",Launches a device function where thread blocks can cooperate and synchronize as they execute.
runtime,Execution Control,execution_and_launch,9,cudaLaunchCooperativeKernelMultiDevice,"__host__ ​ cudaError_t cudaLaunchCooperativeKernelMultiDevice ( cudaLaunchParams * launchParamsList , unsigned int numDevices , unsigned int flags = 0 )",Launches device functions on multiple devices where thread blocks can cooperate and synchronize as they execute.
runtime,Execution Control,execution_and_launch,10,cudaLaunchDevice,"__device__ ​ cudaError_t cudaLaunchDevice ( void* func , void* parameterBuffer , dim3 gridDimension , dim3 blockDimension , unsigned int sharedMemSize , cudaStream_t stream )",Launches a specified kernel.
runtime,Execution Control,execution_and_launch,11,cudaLaunchHostFunc,"__host__ ​ cudaError_t cudaLaunchHostFunc ( cudaStream_t stream , cudaHostFn_t fn , void* userData )",Enqueues a host function call in a stream.
runtime,Execution Control,execution_and_launch,12,cudaLaunchKernel,"__host__ ​ cudaError_t cudaLaunchKernel ( const void* func , dim3 gridDim , dim3 blockDim , void** args , size_t sharedMem , cudaStream_t stream )",Launches a device function.
runtime,Execution Control,execution_and_launch,13,cudaLaunchKernelExC,"__host__ ​ cudaError_t cudaLaunchKernelExC ( const cudaLaunchConfig_t * config , const void* func , void** args )",Launches a CUDA function with launch-time configuration.
runtime,Execution Control,execution_and_launch,14,cudaSetDoubleForDevice,__host__ ​ cudaError_t cudaSetDoubleForDevice ( double* d ),Converts a double argument to be executed on a device.
runtime,Execution Control,execution_and_launch,15,cudaSetDoubleForHost,__host__ ​ cudaError_t cudaSetDoubleForHost ( double* d ),Converts a double argument after execution on a device.
runtime,Execution Control,execution_and_launch,16,cudaTriggerProgrammaticLaunchCompletion,__device__ ​ void cudaTriggerProgrammaticLaunchCompletion ( void ),Programmatic dependency trigger.
runtime,Occupancy,execution_and_launch,1,cudaOccupancyAvailableDynamicSMemPerBlock,"__host__ ​ cudaError_t cudaOccupancyAvailableDynamicSMemPerBlock ( size_t* dynamicSmemSize , const void* func , int numBlocks , int blockSize )",Returns dynamic shared memory available per block when launching numBlocks blocks on SM.
runtime,Occupancy,execution_and_launch,2,cudaOccupancyMaxActiveBlocksPerMultiprocessor,"__host__ ​ __device__ ​ cudaError_t cudaOccupancyMaxActiveBlocksPerMultiprocessor ( int* numBlocks , const void* func , int blockSize , size_t dynamicSMemSize )",Returns occupancy for a device function.
runtime,Occupancy,execution_and_launch,3,cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,"__host__ ​ cudaError_t cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags ( int* numBlocks , const void* func , int blockSize , size_t dynamicSMemSize , unsigned int flags )",Returns occupancy for a device function with the specified flags.
runtime,Occupancy,execution_and_launch,4,cudaOccupancyMaxActiveClusters,"__host__ ​ cudaError_t cudaOccupancyMaxActiveClusters ( int* numClusters , const void* func , const cudaLaunchConfig_t * launchConfig )","Given the kernel function ( func ) and launch configuration ( config ), return the maximum number of clusters that could co-exist on the target device in *numClusters ."
runtime,Occupancy,execution_and_launch,5,cudaOccupancyMaxPotentialClusterSize,"__host__ ​ cudaError_t cudaOccupancyMaxPotentialClusterSize ( int* clusterSize , const void* func , const cudaLaunchConfig_t * launchConfig )","Given the kernel function ( func ) and launch configuration ( config ), return the maximum cluster size in *clusterSize ."
runtime,Memory Management,memory_and_addressing,1,cudaArrayGetInfo,"__host__ ​ cudaError_t cudaArrayGetInfo ( cudaChannelFormatDesc * desc , cudaExtent * extent , unsigned int* flags , cudaArray_t array )",Gets info about the specified cudaArray.
runtime,Memory Management,memory_and_addressing,2,cudaArrayGetMemoryRequirements,"__host__ ​ cudaError_t cudaArrayGetMemoryRequirements ( cudaArrayMemoryRequirements * memoryRequirements , cudaArray_t array , int device )",Returns the memory requirements of a CUDA array.
runtime,Memory Management,memory_and_addressing,3,cudaArrayGetPlane,"__host__ ​ cudaError_t cudaArrayGetPlane ( cudaArray_t * pPlaneArray , cudaArray_t hArray , unsigned int planeIdx )",Gets a CUDA array plane from a CUDA array.
runtime,Memory Management,memory_and_addressing,4,cudaArrayGetSparseProperties,"__host__ ​ cudaError_t cudaArrayGetSparseProperties ( cudaArraySparseProperties * sparseProperties , cudaArray_t array )",Returns the layout properties of a sparse CUDA array.
runtime,Memory Management,memory_and_addressing,5,cudaFree,__host__ ​ __device__ ​ cudaError_t cudaFree ( void* devPtr ),Frees memory on the device.
runtime,Memory Management,memory_and_addressing,6,cudaFreeArray,__host__ ​ cudaError_t cudaFreeArray ( cudaArray_t array ),Frees an array on the device.
runtime,Memory Management,memory_and_addressing,7,cudaFreeHost,__host__ ​ cudaError_t cudaFreeHost ( void* ptr ),Frees page-locked memory.
runtime,Memory Management,memory_and_addressing,8,cudaFreeMipmappedArray,__host__ ​ cudaError_t cudaFreeMipmappedArray ( cudaMipmappedArray_t mipmappedArray ),Frees a mipmapped array on the device.
runtime,Memory Management,memory_and_addressing,9,cudaGetMipmappedArrayLevel,"__host__ ​ cudaError_t cudaGetMipmappedArrayLevel ( cudaArray_t * levelArray , cudaMipmappedArray_const_t mipmappedArray , unsigned int level )",Gets a mipmap level of a CUDA mipmapped array.
runtime,Memory Management,memory_and_addressing,10,cudaGetSymbolAddress,"__host__ ​ cudaError_t cudaGetSymbolAddress ( void** devPtr , const void* symbol )",Finds the address associated with a CUDA symbol.
runtime,Memory Management,memory_and_addressing,11,cudaGetSymbolSize,"__host__ ​ cudaError_t cudaGetSymbolSize ( size_t* size , const void* symbol )",Finds the size of the object associated with a CUDA symbol.
runtime,Memory Management,memory_and_addressing,12,cudaHostAlloc,"__host__ ​ cudaError_t cudaHostAlloc ( void** pHost , size_t size , unsigned int flags )",Allocates page-locked memory on the host.
runtime,Memory Management,memory_and_addressing,13,cudaHostGetDevicePointer,"__host__ ​ cudaError_t cudaHostGetDevicePointer ( void** pDevice , void* pHost , unsigned int flags )",Passes back device pointer of mapped host memory allocated by cudaHostAlloc or registered by cudaHostRegister.
runtime,Memory Management,memory_and_addressing,14,cudaHostGetFlags,"__host__ ​ cudaError_t cudaHostGetFlags ( unsigned int* pFlags , void* pHost )",Passes back flags used to allocate pinned host memory allocated by cudaHostAlloc.
runtime,Memory Management,memory_and_addressing,15,cudaHostRegister,"__host__ ​ cudaError_t cudaHostRegister ( void* ptr , size_t size , unsigned int flags )",Registers an existing host memory range for use by CUDA.
runtime,Memory Management,memory_and_addressing,16,cudaHostUnregister,__host__ ​ cudaError_t cudaHostUnregister ( void* ptr ),Unregisters a memory range that was registered with cudaHostRegister.
runtime,Memory Management,memory_and_addressing,17,cudaMalloc,"__host__ ​ __device__ ​ cudaError_t cudaMalloc ( void** devPtr , size_t size )",Allocate memory on the device.
runtime,Memory Management,memory_and_addressing,18,cudaMalloc3D,"__host__ ​ cudaError_t cudaMalloc3D ( cudaPitchedPtr * pitchedDevPtr , cudaExtent extent )","Allocates logical 1D, 2D, or 3D memory objects on the device."
runtime,Memory Management,memory_and_addressing,19,cudaMalloc3DArray,"__host__ ​ cudaError_t cudaMalloc3DArray ( cudaArray_t * array , const cudaChannelFormatDesc * desc , cudaExtent extent , unsigned int flags = 0 )",Allocate an array on the device.
runtime,Memory Management,memory_and_addressing,20,cudaMallocArray,"__host__ ​ cudaError_t cudaMallocArray ( cudaArray_t * array , const cudaChannelFormatDesc * desc , size_t width , size_t height = 0 , unsigned int flags = 0 )",Allocate an array on the device.
runtime,Memory Management,memory_and_addressing,21,cudaMallocHost,"__host__ ​ cudaError_t cudaMallocHost ( void** ptr , size_t size )",Allocates page-locked memory on the host.
runtime,Memory Management,memory_and_addressing,22,cudaMallocManaged,"__host__ ​ cudaError_t cudaMallocManaged ( void** devPtr , size_t size , unsigned int flags = cudaMemAttachGlobal )",Allocates memory that will be automatically managed by the Unified Memory system.
runtime,Memory Management,memory_and_addressing,23,cudaMallocMipmappedArray,"__host__ ​ cudaError_t cudaMallocMipmappedArray ( cudaMipmappedArray_t * mipmappedArray , const cudaChannelFormatDesc * desc , cudaExtent extent , unsigned int numLevels , unsigned int flags = 0 )",Allocate a mipmapped array on the device.
runtime,Memory Management,memory_and_addressing,24,cudaMallocPitch,"__host__ ​ cudaError_t cudaMallocPitch ( void** devPtr , size_t* pitch , size_t width , size_t height )",Allocates pitched memory on the device.
runtime,Memory Management,memory_and_addressing,25,cudaMemAdvise,"__host__ ​ cudaError_t cudaMemAdvise ( const void* devPtr , size_t count , cudaMemoryAdvise advice , int device )",Advise about the usage of a given memory range.
runtime,Memory Management,memory_and_addressing,26,cudaMemAdvise_v2,"__host__ ​ cudaError_t cudaMemAdvise_v2 ( const void* devPtr , size_t count , cudaMemoryAdvise advice , cudaMemLocation location )",Advise about the usage of a given memory range.
runtime,Memory Management,memory_and_addressing,27,cudaMemGetInfo,"__host__ ​ cudaError_t cudaMemGetInfo ( size_t* free , size_t* total )",Gets free and total device memory.
runtime,Memory Management,memory_and_addressing,28,cudaMemPrefetchAsync,"__host__ ​ cudaError_t cudaMemPrefetchAsync ( const void* devPtr , size_t count , int dstDevice , cudaStream_t stream = 0 )",Prefetches memory to the specified destination device.
runtime,Memory Management,memory_and_addressing,29,cudaMemPrefetchAsync_v2,"__host__ ​ cudaError_t cudaMemPrefetchAsync_v2 ( const void* devPtr , size_t count , cudaMemLocation location , unsigned int flags , cudaStream_t stream = 0 )",Prefetches memory to the specified destination location.
runtime,Memory Management,memory_and_addressing,30,cudaMemRangeGetAttribute,"__host__ ​ cudaError_t cudaMemRangeGetAttribute ( void* data , size_t dataSize , cudaMemRangeAttribute attribute , const void* devPtr , size_t count )",Query an attribute of a given memory range.
